	sequences per sample	iteration	663	680	693	669	670	667	665	698	695	659	679	694	697	662	677	660	657	692	700	699
alpha_rarefaction_10_0.txt	10	0	4.0	4.0	1.0	5.0	5.0	5.0	3.0	2.0	2.0	8.0	4.0	3.0	1.0	5.0	4.0	6.0	6.0	1.0	2.0	3.0
alpha_rarefaction_10_1.txt	10	1	5.0	4.0	2.0	5.0	4.0	4.0	4.0	1.0	1.0	6.0	4.0	4.0	1.0	5.0	4.0	10.0	6.0	1.0	2.0	3.0
alpha_rarefaction_10_2.txt	10	2	4.0	5.0	2.0	5.0	6.0	5.0	6.0	3.0	2.0	7.0	3.0	5.0	2.0	2.0	7.0	8.0	6.0	1.0	2.0	5.0
alpha_rarefaction_10_3.txt	10	3	5.0	2.0	3.0	4.0	2.0	3.0	4.0	2.0	1.0	6.0	3.0	2.0	1.0	4.0	6.0	6.0	6.0	2.0	3.0	6.0
alpha_rarefaction_10_4.txt	10	4	3.0	4.0	2.0	6.0	3.0	3.0	2.0	2.0	2.0	5.0	4.0	4.0	1.0	4.0	4.0	9.0	7.0	1.0	3.0	3.0
alpha_rarefaction_10_5.txt	10	5	3.0	6.0	1.0	2.0	4.0	6.0	4.0	2.0	1.0	8.0	4.0	4.0	1.0	5.0	3.0	9.0	4.0	1.0	1.0	4.0
alpha_rarefaction_10_6.txt	10	6	5.0	5.0	2.0	4.0	2.0	4.0	2.0	3.0	1.0	9.0	3.0	5.0	1.0	4.0	2.0	7.0	5.0	1.0	3.0	4.0
alpha_rarefaction_10_7.txt	10	7	4.0	5.0	1.0	6.0	4.0	5.0	3.0	1.0	1.0	6.0	4.0	3.0	1.0	4.0	5.0	8.0	8.0	2.0	2.0	3.0
alpha_rarefaction_10_8.txt	10	8	4.0	6.0	1.0	4.0	4.0	4.0	6.0	2.0	1.0	7.0	5.0	3.0	1.0	5.0	6.0	6.0	7.0	2.0	2.0	5.0
alpha_rarefaction_10_9.txt	10	9	5.0	3.0	1.0	5.0	5.0	3.0	4.0	2.0	1.0	7.0	3.0	3.0	1.0	5.0	4.0	5.0	5.0	1.0	3.0	3.0
alpha_rarefaction_2009_0.txt	2009	0	65.0	49.0	15.0	66.0	57.0	61.0	51.0	24.0	17.0	98.0	25.0	32.0	10.0	58.0	66.0	65.0	85.0	15.0	30.0	29.0
alpha_rarefaction_2009_1.txt	2009	1	62.0	46.0	12.0	60.0	53.0	48.0	46.0	22.0	16.0	97.0	25.0	29.0	9.0	63.0	67.0	63.0	82.0	10.0	30.0	30.0
alpha_rarefaction_2009_2.txt	2009	2	60.0	48.0	18.0	61.0	56.0	55.0	52.0	26.0	17.0	92.0	21.0	31.0	9.0	61.0	66.0	69.0	88.0	15.0	27.0	31.0
alpha_rarefaction_2009_3.txt	2009	3	67.0	49.0	12.0	63.0	62.0	60.0	49.0	25.0	19.0	96.0	20.0	35.0	8.0	61.0	69.0	64.0	89.0	15.0	30.0	29.0
alpha_rarefaction_2009_4.txt	2009	4	67.0	47.0	12.0	65.0	57.0	62.0	54.0	22.0	20.0	95.0	25.0	36.0	9.0	65.0	64.0	64.0	84.0	11.0	25.0	30.0
alpha_rarefaction_2009_5.txt	2009	5	59.0	55.0	17.0	65.0	60.0	58.0	50.0	26.0	15.0	104.0	24.0	34.0	8.0	68.0	69.0	67.0	82.0	14.0	28.0	34.0
alpha_rarefaction_2009_6.txt	2009	6	67.0	50.0	13.0	67.0	62.0	52.0	49.0	27.0	17.0	98.0	20.0	32.0	10.0	67.0	67.0	64.0	86.0	17.0	24.0	27.0
alpha_rarefaction_2009_7.txt	2009	7	63.0	48.0	13.0	63.0	62.0	59.0	56.0	30.0	17.0	95.0	21.0	32.0	13.0	65.0	68.0	66.0	84.0	7.0	31.0	25.0
alpha_rarefaction_2009_8.txt	2009	8	63.0	51.0	15.0	66.0	57.0	56.0	55.0	18.0	18.0	95.0	23.0	34.0	8.0	59.0	67.0	64.0	89.0	13.0	25.0	29.0
alpha_rarefaction_2009_9.txt	2009	9	62.0	54.0	12.0	66.0	57.0	55.0	54.0	23.0	18.0	94.0	19.0	32.0	6.0	59.0	63.0	64.0	81.0	16.0	36.0	24.0
alpha_rarefaction_4008_0.txt	4008	0	73.0	63.0	17.0	75.0	70.0	70.0	62.0	31.0	26.0	120.0	24.0	36.0	14.0	72.0	76.0	83.0	107.0	18.0	38.0	39.0
alpha_rarefaction_4008_1.txt	4008	1	76.0	61.0	19.0	76.0	67.0	69.0	61.0	31.0	23.0	125.0	29.0	35.0	13.0	71.0	82.0	75.0	97.0	20.0	34.0	32.0
alpha_rarefaction_4008_2.txt	4008	2	74.0	62.0	20.0	74.0	68.0	68.0	66.0	28.0	22.0	124.0	28.0	37.0	14.0	68.0	85.0	77.0	108.0	17.0	35.0	39.0
alpha_rarefaction_4008_3.txt	4008	3	71.0	63.0	18.0	81.0	72.0	69.0	60.0	32.0	23.0	129.0	31.0	34.0	14.0	70.0	79.0	77.0	101.0	18.0	32.0	39.0
alpha_rarefaction_4008_4.txt	4008	4	72.0	62.0	17.0	78.0	69.0	61.0	62.0	32.0	25.0	132.0	25.0	32.0	9.0	78.0	78.0	79.0	106.0	19.0	38.0	38.0
alpha_rarefaction_4008_5.txt	4008	5	75.0	58.0	14.0	75.0	72.0	67.0	58.0	30.0	24.0	123.0	27.0	39.0	14.0	72.0	81.0	80.0	101.0	16.0	32.0	35.0
alpha_rarefaction_4008_6.txt	4008	6	80.0	58.0	16.0	76.0	63.0	69.0	62.0	32.0	21.0	124.0	28.0	39.0	9.0	72.0	82.0	79.0	96.0	22.0	29.0	36.0
alpha_rarefaction_4008_7.txt	4008	7	74.0	58.0	17.0	80.0	67.0	70.0	59.0	26.0	27.0	111.0	23.0	37.0	14.0	74.0	83.0	76.0	103.0	19.0	33.0	39.0
alpha_rarefaction_4008_8.txt	4008	8	75.0	56.0	17.0	76.0	68.0	74.0	62.0	30.0	25.0	120.0	31.0	37.0	11.0	73.0	77.0	79.0	106.0	19.0	35.0	40.0
alpha_rarefaction_4008_9.txt	4008	9	75.0	56.0	19.0	77.0	69.0	68.0	64.0	35.0	23.0	130.0	27.0	38.0	11.0	76.0	78.0	82.0	102.0	14.0	35.0	39.0
alpha_rarefaction_6007_0.txt	6007	0	79.0	68.0	20.0	84.0	73.0	74.0	73.0	33.0	27.0	134.0	33.0	35.0	11.0	82.0	85.0	84.0	122.0	22.0	40.0	43.0
