Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
520.extendedFrags	98.3125513328	48.0	277.906418776	40179.0	41.6666666667
521.extendedFrags	98.589714643	49.0	276.21770846	57577.0	41.6666666667
522.extendedFrags	98.4005141205	48.0	276.533257167	56018.0	41.6666666667
525.extendedFrags	98.3468758756	36.0	355.440179322	24983.0	33.3333333333
526.extendedFrags	98.3072068914	37.0	337.3784244	19967.0	50.0
530.extendedFrags	98.8008808695	42.0	256.878624707	70385.0	41.6666666667
531.extendedFrags	98.4360651974	45.0	295.210499885	69696.0	33.3333333333
532.extendedFrags	98.2966179482	45.0	294.350843748	56652.0	50.0
535.extendedFrags	97.747440273	45.0	300.263822526	23440.0	41.6666666667
536.extendedFrags	98.0963761672	46.0	297.728823922	35984.0	50.0
537.extendedFrags	98.4075074648	44.0	297.603298735	35165.0	41.6666666667
540.extendedFrags	97.4059097978	44.0	295.088335925	16075.0	33.3333333333
541.extendedFrags	97.3474164316	45.0	301.475304567	16663.0	50.0
542.extendedFrags	97.9576977684	43.0	307.68753868	27469.0	33.3333333333
545.extendedFrags	98.5574996661	37.0	330.278315747	29948.0	41.6666666667
546.extendedFrags	97.309505106	40.0	332.848880597	10184.0	50.0
547.extendedFrags	97.4181877981	40.0	318.172011182	12162.0	50.0
550.extendedFrags	98.4111021722	45.0	305.798431215	49720.0	41.6666666667
551.extendedFrags	98.4103205795	45.0	302.999436034	56741.0	50.0
552.extendedFrags	98.2462632867	46.0	302.829498962	48639.0	50.0
555.extendedFrags	97.765088995	45.0	304.579024847	22417.0	41.6666666667
556.extendedFrags	97.449644979	46.0	301.244022605	13802.0	41.6666666667
557.extendedFrags	98.3420668327	46.0	304.899622026	46564.0	41.6666666667
560.extendedFrags	98.1388710084	44.0	309.680669447	35731.0	50.0
561.extendedFrags	98.1315653522	45.0	303.974657023	34842.0	41.6666666667
562.extendedFrags	98.0529022777	44.0	303.747024247	27220.0	41.6666666667
565.extendedFrags	98.6021210652	46.0	296.412680006	47429.0	33.3333333333
566.extendedFrags	98.4871757716	43.0	275.992638748	34505.0	41.6666666667
567.extendedFrags	98.4852804904	42.0	277.21270226	28058.0	41.6666666667
570.extendedFrags	98.637386496	46.0	302.721766761	88433.0	41.6666666667
571.extendedFrags	98.4516326843	46.0	306.837940961	58707.0	41.6666666667
572.extendedFrags	98.6709686277	46.0	311.598036658	72835.0	41.6666666667
575.extendedFrags	97.8082765219	45.0	297.829057529	33444.0	41.6666666667
576.extendedFrags	97.2870945038	46.0	301.928338345	15629.0	41.6666666667
577.extendedFrags	97.7392685319	46.0	304.016208137	21409.0	41.6666666667
580.extendedFrags	96.9815688719	45.0	303.484284569	11231.0	41.6666666667
581.extendedFrags	98.3031408836	45.0	298.964811677	38365.0	50.0
582.extendedFrags	97.9745306839	45.0	298.479690416	36436.0	50.0
