# Constructed from biom file
#OTU ID	C-3H-LATE/56	C-NS/56	C/0	S2-3H-LATE/56	S2-3H/56	S2-NS/56
No blast hit;Other;Other	2.92581593692e-05	0.000128755364807	0.000116337689533	2.99490865529e-05	0.000121943783916	0.000118745454276
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.00734379800167	0.0627467811159	0.325538708135	0.00410302485774	0.0489482348637	0.116088524736
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.897859765642	0.000586552217454	0.000840216646631	0.869411999601	0.00123163221755	0.000148431817844
k__Fungi;p__Ascomycota;c__Incertae_sedis	0.0	0.0	0.0	0.000738744134971	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes	2.92581593692e-05	0.000529327610873	0.000258528198963	0.0	7.31662703494e-05	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.0189666018111	0.197668097282	0.115497472887	0.00503144654088	0.111517590391	0.149337251933
k__Fungi;p__Ascomycota;c__Sordariomycetes	6.58308585807e-05	0.00542203147353	0.0568762037719	0.00183687730858	0.000304859459789	0.00503183862493
k__Fungi;p__Ascomycota;c__unidentified	0.000307210673377	0.0153361945637	0.0477501583485	0.0223220525107	0.00691421254802	0.00746612043758
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.0	0.0	0.000827290236683	0.0	0.000341442594964	0.0
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.00147753704814	0.00286123032904	0.0059590749861	0.0	0.00104871654167	0.00317644090187
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.0	0.0	0.000723878957097	0.00498153139663	0.000317053838181	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes	0.000870430241234	0.00221745350501	0.0021457840514	9.98302885095e-06	0.00185354551552	0.00442326817177
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.00923826382082	0.0591702432046	0.0124481327801	0.00239592692423	0.0689226266691	0.0615101453147
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes	0.0	0.000100143061516	0.00133142022466	0.0	1.21943783916e-05	5.93727271378e-05
k__Fungi;p__Basidiomycota;c__unidentified	0.000716824904545	0.0129184549356	0.0438076033143	0.000998302885095	0.0072190720078	0.00780751361862
k__Fungi;p__Glomeromycota;c__Glomeromycetes	0.0	0.0	0.0	0.0	0.000170721297482	0.000519511362456
k__Fungi;p__Zygomycota;c__Incertae_sedis	0.0	5.72246065808e-05	9.04848696372e-05	0.0	0.0	0.0
k__Fungi;p__unidentified;c__unidentified	0.0630952206797	0.64025751073	0.385788704903	0.0881401617251	0.751002987623	0.644312834899
