	sequences per sample	iteration	146	151	147	150	145	177	170	157	168	167	153	175	148	166	160	163	165	152	156	162	173	158	161	155
alpha_rarefaction_10_0.txt	10	0	22.0	16.0	29.0	13.0	55.0	8.0	5.5	4.0	7.0	12.0	4.5	1.0	7.0	4.5	3.0	5.0	7.0	6.5	12.0	7.0	2.0	1.0	3.0	1.0
alpha_rarefaction_10_1.txt	10	1	23.0	6.5	23.0	6.5	12.0	13.0	7.0	3.0	13.0	6.5	22.0	4.5	13.0	11.0	3.0	3.0	3.0	22.0	9.0	8.0	1.0	1.0	8.0	1.0
alpha_rarefaction_10_2.txt	10	2	7.0	16.0	12.0	12.0	12.0	9.0	5.33333333333	16.0	8.0	7.0	11.0	3.0	12.0	12.0	3.0	3.0	12.0	23.0	8.5	2.0	2.0	2.0	3.0	1.0
alpha_rarefaction_10_3.txt	10	3	4.0	11.0	9.0	5.5	13.0	13.0	13.0	3.0	22.0	9.0	4.0	4.0	12.0	7.0	3.0	2.0	16.0	12.0	6.5	3.0	2.0	1.0	3.0	1.0
alpha_rarefaction_10_4.txt	10	4	16.0	22.0	8.5	12.0	9.0	13.0	11.0	5.33333333333	3.0	8.0	11.0	2.0	8.5	16.0	5.0	2.0	5.5	9.0	2.0	4.0	2.0	1.0	7.0	2.0
alpha_rarefaction_10_5.txt	10	5	11.0	16.0	9.0	12.0	12.0	7.0	5.33333333333	9.0	2.0	16.0	16.0	3.0	7.0	4.5	5.0	4.0	9.0	3.0	5.5	5.0	1.0	4.0	2.0	1.0
alpha_rarefaction_10_6.txt	10	6	12.0	16.0	29.0	29.0	29.0	9.0	5.33333333333	9.0	22.0	12.0	11.0	4.0	29.0	11.0	4.0	2.0	12.0	12.0	22.0	2.0	2.0	2.0	3.0	1.0
alpha_rarefaction_10_7.txt	10	7	22.0	11.0	6.5	16.0	7.0	23.0	5.0	11.0	5.33333333333	9.0	7.0	2.0	13.0	11.0	5.5	2.0	6.5	12.0	12.0	5.0	2.0	2.0	5.0	1.0
alpha_rarefaction_10_8.txt	10	8	5.33333333333	13.0	12.0	22.0	12.0	12.0	3.0	12.0	3.0	9.0	22.0	4.0	23.0	11.0	4.0	3.0	12.0	13.0	5.5	2.0	1.0	1.0	3.0	1.0
alpha_rarefaction_10_9.txt	10	9	16.0	16.0	55.0	13.0	22.0	12.0	22.0	9.0	7.0	11.0	7.0	4.0	13.0	23.0	8.0	4.0	3.0	13.0	5.0	3.0	1.0	1.0	3.0	1.0
