OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C-AS/90+140h_mean	C/0_mean	LB-AS/90+50h_mean	C/90+140h_mean	LB/90+140h_mean	C-AS/90_mean	LB+LP/30+120h_mean	C/30+120h_mean	LB+LP/90_mean	LB/30+120h_mean	C/90_mean	C-AS/90+50h_mean	LB/30_mean	C/30_mean	LB-AS/90+140h_mean	C/90+50h_mean	taxonomy
JF497146	39.8274932615	0.000481497202366	0.0028648573499	0.237378120766	0.0	0.0	0.0	0.0	0.0	0.0	71.0	28.0	0.0	72.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU823	39.8238518918	0.000482105943108	0.0028648573499	0.237678229952	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	6.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
JQ247368	39.8131176999	0.000483904766118	0.0028648573499	0.238565049696	0.0	0.0	0.0	0.0	0.0	0.0	16.0	18.0	0.0	29.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_commune
FN548146	39.8131176999	0.000483904766118	0.0028648573499	0.238565049696	0.0	0.0	0.0	0.0	0.0	0.0	17.0	53.0	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_MU_2009_1
New.CleanUp.ReferenceOTU668	39.8131176999	0.000483904766118	0.0028648573499	0.238565049696	0.0	0.0	0.0	0.0	0.0	0.0	10.0	5.0	0.0	6.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM162228	39.7880567092	0.000488129852721	0.0028648573499	0.240648017391	0.0	26.25	0.0	0.0	0.0	0.0	6.0	4.0	6.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
JF933755	39.7446961525	0.000495524815344	0.002874043929	0.244293733965	0.0	41.0	0.0	0.0	0.0	0.0	8.0	4.0	5.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ630982	39.5426977196	0.000531432143253	0.00301800644071	0.261996046624	0.0	62.75	0.0	0.0	72.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Trichosphaeriales; f__Incertae_sedis; g__Nigrospora; s__Nigrospora_sp_TMS_2011
GQ866206	39.5364102564	0.000532589371891	0.00301800644071	0.262566560342	0.0	10.25	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_14018
FR748047	39.4765382913	0.00054373217995	0.00304613596267	0.268059964715	0.0	23.25	0.0	0.0	0.0	0.0	13.0	1.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Phaeocytostroma; s__Phaeocytostroma_ambiguum
New.CleanUp.ReferenceOTU1146	36.7600409312	0.00137171413519	0.00759837155783	0.676255068647	0.0	7.25	0.0	0.0	0.0	0.0	2.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AB237662	36.4167004459	0.00153872499642	0.00835673522341	0.758591423237	0.0	5.5	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_fujikuroi
DQ421253	36.4093211753	0.00154252110615	0.00835673522341	0.760462905331	0.0	116.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
AY123741	36.3562794509	0.00157007385626	0.00841354794711	0.774046411135	0.0	4.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	1.66666666667	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
FM875842	36.1594056062	0.00167654236757	0.00888747728187	0.826535387214	0.0	28.25	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	32.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JQ666393	35.9262672811	0.00181161651162	0.00940133621292	0.893126940228	0.0	454.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	11.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
HQ631023	35.9262672811	0.00181161651162	0.00940133621292	0.893126940228	0.0	771.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.33333333333	0.0	0.0	0.0	47.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Epicoccum; s__Epicoccum_sp_TMS_2011
New.ReferenceOTU13	35.8571428571	0.00185363679342	0.00951919728288	0.913842939156	0.0	1244.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.6666666667	0.0	0.0	0.0	0.0	567.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_CBS_10854
New.CleanUp.ReferenceOTU1774	35.8019186596	0.00188787890116	0.00959509585849	0.930724298274	0.0	13.25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901702	35.4838709677	0.00209723122742	0.010550357093	1.0	0.0	0.25	0.0	0.0	0.0	0.0	294.0	300.0	0.0	262.666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
GU721777	35.4144710174	0.0021457890868	0.0106855961595	1.0	0.0	12.25	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721774	35.1018518519	0.00237822331329	0.0115545690953	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ510076	35.0322580645	0.002433158687	0.0115545690953	1.0	0.0	9.25	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_endophyte_sp_M13_3311
JF300397	35.0164795551	0.0024457819208	0.0115545690953	1.0	3.8	10018.25	0.0	0.25	275.0	0.0	1849.0	1112.0	2540.0	2067.33333333	47.5	0.0	408.0	102.0	307.0	5.4	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AB505424	34.9721473495	0.00248158578247	0.0115545690953	1.0	0.0	782.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_CLF_S
New.ReferenceOTU24	34.9721473495	0.00248158578247	0.0115545690953	1.0	0.0	195.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
JF300399	34.957438184	0.00249357590358	0.0115545690953	1.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.66666666667	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU489956	34.9400921659	0.00250778680161	0.0115545690953	1.0	0.0	10.5	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	16.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721778	34.9400921659	0.00250778680161	0.0115545690953	1.0	0.0	7.5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU2179	34.6587607271	0.00274939541588	0.0125027060583	1.0	0.0	2.25	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Phaeocytostroma; s__Phaeocytostroma_ambiguum
New.ReferenceOTU20	34.6422018349	0.00276428998044	0.0125027060583	1.0	0.0	0.0	1.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	190.5	0.0	0.0	74.0	0.0	2.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora_sp.
FJ213520	34.5991219183	0.00280340277451	0.0125643415257	1.0	0.0	10.0	0.0	0.0	0.0	0.0	15359.0	15054.0	0.0	14350.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
JF951750	33.9166554342	0.00349830812238	0.0154240830466	1.0	6.2	0.0	0.0	1.75	0.0	0.0	366.0	289.0	395.0	261.666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_flavus
JF933752	33.9115750691	0.00350405132093	0.0154240830466	1.0	0.0	19.0	0.0	0.25	0.0	0.0	1.0	2.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU2238	33.8125960061	0.00361775695739	0.0157836653097	1.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631071	33.7804618117	0.00365542360168	0.0158081038213	1.0	7712.8	0.0	1695.0	7194.75	0.0	6934.4	0.0	0.0	0.0	1.0	3242.0	2915.6	0.0	390.0	15535.0	297.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
GQ512074	33.7430368374	0.00369976377472	0.0158607264429	1.0	0.0	75.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721572	33.4321919655	0.00408840315138	0.0173757133934	1.0	0.0	12.25	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	126.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU12	33.2671165092	0.0043103127152	0.0181622578512	1.0	454.8	0.0	36.0	252.75	0.0	197.6	0.0	0.0	0.0	0.0	215.5	105.6	0.0	40.0	537.0	10.6	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
HQ631036	33.1113133151	0.00453024578581	0.0189272133254	1.0	0.0	23.75	0.0	0.0	0.0	0.2	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_UFMGCB_536
New.ReferenceOTU17	33.0798873126	0.00457588323014	0.0189572305249	1.0	65.6	139.5	18207.0	2.5	0.0	298.8	0.0	0.0	0.0	0.0	0.0	37.8	0.0	86.0	407.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_quercitrusa
GU721776	32.8578360019	0.00491104185128	0.0200885065713	1.0	0.0	68.25	0.0	0.0	42.0	0.0	0.0	5.0	0.0	1.33333333333	85.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM754427	32.8454267195	0.0049304448177	0.0200885065713	1.0	83.6	0.0	15.0	92.25	0.0	72.6	0.0	0.0	0.0	0.0	44.5	47.2	0.0	6.0	176.0	4.4	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU490138	32.7004664368	0.00516256842276	0.0208618543641	1.0	0.0	7.25	0.0	0.0	0.0	0.2	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1964	32.6126126126	0.00530826296697	0.0211369962951	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
FJ466715	32.6077709611	0.00531640474765	0.0211369962951	1.0	0.0	225.5	0.0	0.0	0.0	6.6	0.0	61.0	0.0	31.6666666667	0.0	0.0	50.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_UFMGCB_536
New.CleanUp.ReferenceOTU853	32.3715631504	0.00572833502574	0.0225925533415	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
AJ557830	32.2485646741	0.005954653116	0.0232987617952	1.0	0.0	2932.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	57.0	0.0	0.2	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
GU721782	32.1106155821	0.00621856173734	0.0239651775578	1.0	0.0	4.25	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.333333333333	6.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU21	32.108754809	0.00622219620161	0.0239651775578	1.0	1.2	0.0	0.0	18.75	13.0	12.6	0.0	0.0	0.0	0.0	11.5	23.8	0.0	19.0	0.0	27.4	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
GQ519545	32.0630749014	0.00631205206627	0.0239897960859	1.0	0.0	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1589.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU575	32.0560850038	0.0063259097184	0.0239897960859	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	5.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_flavus
New.CleanUp.ReferenceOTU1392	31.8878668419	0.00666822963247	0.0250949405252	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_MU_2009_1
GQ120984	31.4734607219	0.00758785802297	0.0282564922165	1.0	0.0	0.5	0.0	0.5	0.0	0.0	1496.0	1450.0	0.0	1342.66666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_endophyte
GU721592	31.4586070959	0.00762294820446	0.0282564922165	1.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU637	31.265198817	0.00809407277948	0.0297789394051	1.0	0.0	2.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
FJ755832	31.2227074236	0.00820119668486	0.029949555301	1.0	0.0	116.0	0.0	0.0	0.0	0.0	72.0	181.0	0.0	50.0	268.5	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
New.CleanUp.ReferenceOTU1651	30.9548845151	0.00890779103081	0.0322907424867	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Phaeocytostroma; s__Phaeocytostroma_ambiguum
GU797139	30.8699985761	0.0091434604034	0.0326646810064	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	531.0	0.0	75.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_versicolor
DQ279837	30.8699985761	0.0091434604034	0.0326646810064	1.0	0.0	0.0	0.0	0.0	883.0	0.0	0.0	0.0	0.0	20.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901773	30.6342193819	0.00982922624732	0.0348129996518	1.0	250.0	413.5	0.0	4.0	0.0	53.0	15.0	31.0	0.0	19.3333333333	97.5	16.2	0.0	333.0	609.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
FN562057	30.6153846154	0.00988604452585	0.0348129996518	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
New.CleanUp.ReferenceOTU116	30.5187305901	0.0101825081105	0.0355502160721	1.0	0.2	0.0	0.0	5.25	5.0	4.2	0.0	0.0	0.0	0.0	7.5	7.8	0.0	7.0	0.0	7.4	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
JF497142	30.4257439841	0.0104755909215	0.0355502160721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	7.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU1239	30.4257439841	0.0104755909215	0.0355502160721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
New.CleanUp.ReferenceOTU346	30.4093567251	0.0105280558753	0.0355502160721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Incertae_sedis; o__Incertae_sedis; f__Incertae_sedis; g__Phaeocytostroma; s__Phaeocytostroma_ambiguum
New.CleanUp.ReferenceOTU1260	30.4093567251	0.0105280558753	0.0355502160721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_flavus
New.CleanUp.ReferenceOTU1741	30.4093567251	0.0105280558753	0.0355502160721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Eurotium; s__Eurotium_sp_BF106
FM177662	30.2569832402	0.011027842316	0.0369845323932	1.0	1153.6	1.0	0.0	12252.5	16997.0	10509.0	0.0	0.0	0.0	0.0	13111.0	16472.0	0.0	16516.0	0.0	19331.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
JF715197	30.0104702075	0.0118837974132	0.0395858927346	1.0	2.2	0.0	0.0	32.75	4.0	22.4	0.0	0.0	0.0	0.0	37.5	47.0	0.0	18.0	0.0	61.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.ReferenceOTU19	29.9589041096	0.0120705492176	0.0399381259347	1.0	6.6	0.0	0.0	69.25	0.0	5.0	0.0	0.0	0.0	0.0	3.5	79.0	0.0	40.0	0.0	80.2	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
AY251632	29.6248274502	0.0133485983733	0.0438723933203	1.0	13.6	0.0	0.0	10.0	0.0	9.8	0.0	0.0	0.0	0.0	11.0	6.2	0.0	3.0	4.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Wickerhamomyces; s__Wickerhamomyces_anomalus
AY251627	29.4871794872	0.013911106567	0.0444725081464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces; s__Saccharomyces_sp_KI3
New.CleanUp.ReferenceOTU38	29.4871794872	0.013911106567	0.0444725081464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora_uvarum
New.CleanUp.ReferenceOTU1590	29.4871794872	0.013911106567	0.0444725081464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU871	29.4688879396	0.0139875006516	0.0444725081464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Aspergillus; s__Aspergillus_tamarii
New.CleanUp.ReferenceOTU1956	29.4643874644	0.014006356685	0.0444725081464	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_MU_2009_1
HM161951	29.2105263158	0.015109211285	0.0444725081464	1.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU674	29.2105263158	0.015109211285	0.0444725081464	1.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.CleanUp.ReferenceOTU2198	29.2105263158	0.015109211285	0.0444725081464	1.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
FN562027	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AM902032	29.1730769231	0.0152785925692	0.0444725081464	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
