	572	557	570	551	550	575	552	542	520	521	522	571	582	560	561	562	565	567	537	536	535	532	531	530
572	0.0	0.6827	0.6863	0.7124	0.8159	0.7028	0.60695	0.76605	0.89605	0.91435	0.90125	0.6796	0.6805	0.7381	0.80035	0.726	0.7551	0.8417	0.8326	0.731	0.7461	0.71025	0.7379	0.6631
557	0.6827	0.0	0.6713	0.8539	0.7437	0.60765	0.6899	0.74065	0.90365	0.9157	0.8928	0.6545	0.7678	0.7781	0.8105	0.8098	0.8024	0.8334	0.8318	0.7252	0.8029	0.79295	0.71985	0.6289
570	0.6863	0.6713	0.0	0.7158	0.766	0.67995	0.65205	0.7345	0.91455	0.9281	0.92145	0.62795	0.67775	0.7129	0.78725	0.7447	0.77965	0.77305	0.80945	0.66105	0.73465	0.7456	0.7578	0.64995
551	0.7124	0.8539	0.7158	0.0	0.84095	0.81555	0.74425	0.7766	0.8977	0.9171	0.8948	0.71115	0.67615	0.7329	0.81635	0.72665	0.68505	0.8426	0.8287	0.79095	0.70485	0.66145	0.776	0.8125
550	0.8159	0.7437	0.766	0.84095	0.0	0.7276	0.84135	0.77415	0.96075	0.97175	0.96115	0.7383	0.8176	0.75365	0.7395	0.6908	0.84785	0.88405	0.865	0.75695	0.83545	0.7976	0.8895	0.7616
575	0.7028	0.60765	0.67995	0.81555	0.7276	0.0	0.71275	0.70425	0.87585	0.8897	0.8782	0.6705	0.68905	0.73275	0.7643	0.76415	0.7718	0.85575	0.83215	0.65085	0.8243	0.7147	0.75465	0.61275
552	0.60695	0.6899	0.65205	0.74425	0.84135	0.71275	0.0	0.7331	0.8537	0.87905	0.85655	0.6237	0.6752	0.69755	0.7555	0.7622	0.75805	0.8488	0.8313	0.7309	0.7491	0.71815	0.68295	0.65295
542	0.76605	0.74065	0.7345	0.7766	0.77415	0.70425	0.7331	0.0	0.73665	0.7626	0.73575	0.7282	0.7239	0.63685	0.6358	0.6186	0.70945	0.8099	0.73925	0.61155	0.6529	0.57505	0.57275	0.55455
520	0.89605	0.90365	0.91455	0.8977	0.96075	0.87585	0.8537	0.73665	0.0	0.2109	0.18415	0.8535	0.82475	0.7945	0.708	0.6729	0.8576	0.93795	0.83555	0.76745	0.7108	0.666	0.70115	0.737
521	0.91435	0.9157	0.9281	0.9171	0.97175	0.8897	0.87905	0.7626	0.2109	0.0	0.22845	0.8771	0.8598	0.8071	0.72835	0.71255	0.8825	0.95365	0.83915	0.7794	0.73245	0.7089	0.7135	0.76415
522	0.90125	0.8928	0.92145	0.8948	0.96115	0.8782	0.85655	0.73575	0.18415	0.22845	0.0	0.83235	0.84655	0.7924	0.6973	0.6775	0.8605	0.9435	0.8389	0.7644	0.71625	0.6714	0.70555	0.7505
571	0.6796	0.6545	0.62795	0.71115	0.7383	0.6705	0.6237	0.7282	0.8535	0.8771	0.83235	0.0	0.67965	0.77815	0.8195	0.73075	0.71265	0.79115	0.83655	0.71245	0.6815	0.6702	0.7187	0.6837
582	0.6805	0.7678	0.67775	0.67615	0.8176	0.68905	0.6752	0.7239	0.82475	0.8598	0.84655	0.67965	0.0	0.6913	0.76135	0.73475	0.7629	0.8244	0.81175	0.66005	0.70645	0.70225	0.7471	0.6881
560	0.7381	0.7781	0.7129	0.7329	0.75365	0.73275	0.69755	0.63685	0.7945	0.8071	0.7924	0.77815	0.6913	0.0	0.6381	0.5988	0.7648	0.8111	0.7492	0.62505	0.64725	0.6179	0.6987	0.68565
561	0.80035	0.8105	0.78725	0.81635	0.7395	0.7643	0.7555	0.6358	0.708	0.72835	0.6973	0.8195	0.76135	0.6381	0.0	0.50315	0.81605	0.83485	0.77175	0.6137	0.62195	0.6574	0.6784	0.6538
562	0.726	0.8098	0.7447	0.72665	0.6908	0.76415	0.7622	0.6186	0.6729	0.71255	0.6775	0.73075	0.73475	0.5988	0.50315	0.0	0.7402	0.83585	0.7539	0.61085	0.6102	0.58425	0.67525	0.6929
565	0.7551	0.8024	0.77965	0.68505	0.84785	0.7718	0.75805	0.70945	0.8576	0.8825	0.8605	0.71265	0.7629	0.7648	0.81605	0.7402	0.0	0.76565	0.8205	0.7808	0.77975	0.6108	0.76835	0.75125
567	0.8417	0.8334	0.77305	0.8426	0.88405	0.85575	0.8488	0.8099	0.93795	0.95365	0.9435	0.79115	0.8244	0.8111	0.83485	0.83585	0.76565	0.0	0.9034	0.8234	0.7561	0.8404	0.8182	0.83665
537	0.8326	0.8318	0.80945	0.8287	0.865	0.83215	0.8313	0.73925	0.83555	0.83915	0.8389	0.83655	0.81175	0.7492	0.77175	0.7539	0.8205	0.9034	0.0	0.7502	0.78805	0.7354	0.76955	0.76305
536	0.731	0.7252	0.66105	0.79095	0.75695	0.65085	0.7309	0.61155	0.76745	0.7794	0.7644	0.71245	0.66005	0.62505	0.6137	0.61085	0.7808	0.8234	0.7502	0.0	0.6247	0.6138	0.66585	0.60835
535	0.7461	0.8029	0.73465	0.70485	0.83545	0.8243	0.7491	0.6529	0.7108	0.73245	0.71625	0.6815	0.70645	0.64725	0.62195	0.6102	0.77975	0.7561	0.78805	0.6247	0.0	0.59655	0.63235	0.68425
532	0.71025	0.79295	0.7456	0.66145	0.7976	0.7147	0.71815	0.57505	0.666	0.7089	0.6714	0.6702	0.70225	0.6179	0.6574	0.58425	0.6108	0.8404	0.7354	0.6138	0.59655	0.0	0.6386	0.61035
531	0.7379	0.71985	0.7578	0.776	0.8895	0.75465	0.68295	0.57275	0.70115	0.7135	0.70555	0.7187	0.7471	0.6987	0.6784	0.67525	0.76835	0.8182	0.76955	0.66585	0.63235	0.6386	0.0	0.53385
530	0.6631	0.6289	0.64995	0.8125	0.7616	0.61275	0.65295	0.55455	0.737	0.76415	0.7505	0.6837	0.6881	0.68565	0.6538	0.6929	0.75125	0.83665	0.76305	0.60835	0.68425	0.61035	0.53385	0.0
