Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LB/30	C/112	272.125827678	28.9982882327	139.719156954	29.7036563711	4.51082545159	0.504
LB/112	C/112	149.943686869	0.0	139.719156954	29.7036563711	0.24339880406	1.0
LH + LB/112	LH/112	177.106743155	35.8070245161	174.229843074	16.0840097402	0.0826309273836	1.0
LH + LB/112	LB/112	177.106743155	35.8070245161	149.943686869	0.0	-0.536408192446	1.0
C/0	C/112	250.274460403	50.0459469315	139.719156954	29.7036563711	2.6865389096	1.0
LH + LB/30	LB/30	227.172980313	51.1415707414	272.125827678	28.9982882327	-1.08134096721	1.0
LH + LB/30	C/30	227.172980313	51.1415707414	230.382679751	1.5424795344	-0.0687304640602	1.0
LH + LB/30	LH/112	227.172980313	51.1415707414	174.229843074	16.0840097402	1.09839827715	1.0
LH + LB/112	C/30	177.106743155	35.8070245161	230.382679751	1.5424795344	-1.62886470196	1.0
C/0	LH + LB/112	250.274460403	50.0459469315	177.106743155	35.8070245161	1.68151896908	1.0
LH + LB/112	C/112	177.106743155	35.8070245161	139.719156954	29.7036563711	1.13649786851	1.0
LH + LB/30	LB/112	227.172980313	51.1415707414	149.943686869	0.0	-1.0678075841	1.0
C/30	LB/30	230.382679751	1.5424795344	272.125827678	28.9982882327	-1.57541235157	1.0
C/30	LB/112	230.382679751	1.5424795344	149.943686869	0.0	-30.1083243946	1.0
LH/112	C/112	174.229843074	16.0840097402	139.719156954	29.7036563711	1.16403267513	1.0
C/0	LH/112	250.274460403	50.0459469315	174.229843074	16.0840097402	1.61001535569	1.0
C/30	LH/112	230.382679751	1.5424795344	174.229843074	16.0840097402	3.47527662651	1.0
LH + LB/30	C/112	227.172980313	51.1415707414	139.719156954	29.7036563711	2.09121329957	1.0
LB/30	LB/112	272.125827678	28.9982882327	149.943686869	0.0	-2.97934207747	1.0
C/0	LB/30	250.274460403	50.0459469315	272.125827678	28.9982882327	-0.534273037892	1.0
C/0	C/30	250.274460403	50.0459469315	230.382679751	1.5424795344	0.435269160354	1.0
LH/112	LB/112	174.229843074	16.0840097402	149.943686869	0.0	-0.871773833078	1.0
LH + LB/112	LB/30	177.106743155	35.8070245161	272.125827678	28.9982882327	-2.91639516978	1.0
LH + LB/30	LH + LB/112	227.172980313	51.1415707414	177.106743155	35.8070245161	1.13412555128	1.0
C/0	LB/112	250.274460403	50.0459469315	149.943686869	0.0	-1.41758872951	1.0
C/30	C/112	230.382679751	1.5424795344	139.719156954	29.7036563711	3.3405907655	1.0
C/0	LH + LB/30	250.274460403	50.0459469315	227.172980313	51.1415707414	0.456580545758	1.0
LH/112	LB/30	174.229843074	16.0840097402	272.125827678	28.9982882327	-3.36878039945	1.0
