# Constructed from biom file
#OTU ID	C/0	C/92	LB/10	LB/30	LB/92	LH + LB/10	LH + LB/30	LH + LB/92	LH/10	LH/30	LH/92
No blast hit;Other;Other	6.25699023127e-05	0.0	0.0	0.0	0.0	0.0	7.42794889571e-05	0.0	1.4495799842e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes	3.12849511564e-05	1.44160768089e-05	0.0	0.0	0.0	0.0	2.47598296524e-05	0.00753735325507	0.00670430742692	0.0039731373721	0.00749651420291
k__Fungi;p__Ascomycota;c__Dothideomycetes	0.0532078806792	0.0211339686018	0.0180271832018	0.0312991965296	0.0427594590488	0.226042140004	0.0601416262256	0.0101720917823	0.0320284697509	0.00774410182483	0.0103452989584
k__Fungi;p__Ascomycota;c__Eurotiomycetes	0.0290402559109	0.00294087966901	0.00883047122976	0.0119762573904	0.0115787874183	0.00328845096023	0.0380063385164	0.0	0.00661733262787	0.0175714637319	0.0139103808404
k__Fungi;p__Ascomycota;c__Incertae_sedis	0.0151497375975	0.0	0.00415072841214	0.00462957564167	0.0	0.00373089708942	0.0	0.00720384204909	0.000884243790362	0.00356000140642	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes	0.00290950045754	0.0229648103565	0.0379669569464	0.0770002215666	0.112080230968	0.0339248559061	0.0031197385362	0.0749066168623	0.0306006334665	0.0951794943919	0.0511140880881
k__Fungi;p__Ascomycota;c__Pezizomycetes	0.00025810084704	0.0	0.0	0.00208739052861	0.0119434736362	0.0	0.0	0.0	0.0	0.0	0.000349946687809
k__Fungi;p__Ascomycota;c__Saccharomycetes	0.0109184479536	0.0717055660473	0.174289899894	0.147901531142	0.0429721926759	0.0530217874824	0.00252550262454	0.0	0.10463068326	0.0773619071059	0.0122426661563
k__Fungi;p__Ascomycota;c__Sordariomycetes	0.372760193028	0.00206149898367	0.113005615691	0.0850699100906	0.0326698070202	0.0682682419343	0.0140883430722	0.0509271611526	0.0895478035239	0.0400302380366	0.0306859501873
k__Fungi;p__Ascomycota;c__unidentified	0.262066214599	0.0146611501146	0.0776837307724	0.079355824286	0.0025528035253	0.0664506254036	0.0647221947113	0.0655016008538	0.0939327829761	0.00157343272037	0.0151953413347
k__Fungi;p__Basidiomycota;c__Agaricomycetes	0.008603361568	0.220984041403	0.187555953447	0.101699065922	0.2122169883	0.125128548538	0.115999801921	0.130769743863	0.103782678969	0.20952146549	0.229750936381
k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes	0.000312849511564	0.0	0.0	0.0010028803657	0.000881325026592	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Exobasidiomycetes	0.00136871661309	0.00371934781669	0.0	0.00115447856052	0.0166843944689	0.00105230430727	0.030058433198	0.0	0.00890766900291	0.0	0.0
k__Fungi;p__Basidiomycota;c__Incertae_sedis	0.000547486645236	0.00856314962446	0.00785382925043	0.003918230266	0.000395076736058	0.00639753186808	0.0265425373873	0.00883804695838	0.00726964362076	0.00715516332056	0.0116138557017
k__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.00334748977373	0.0	0.0	0.00430305645284	0.0	0.0	0.0297860750718	0.0	0.00377615585884	0.00455328574945	0.0
k__Fungi;p__Basidiomycota;c__Pucciniomycetes	0.000179888469149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Tremellomycetes	0.00175195726476	0.0	0.00659233336046	0.0088626636969	0.0501139644431	0.0255901274723	0.0	0.0189100853789	7.247899921e-06	0.00366548292957	0.0
k__Fungi;p__Basidiomycota;c__Ustilaginomycetes	0.0192715299123	0.00148485591131	0.00109872222674	0.00313691649272	0.0	0.000227202066343	0.0	0.0	7.247899921e-06	0.00192503779755	0.00528747573612
k__Fungi;p__Basidiomycota;c__unidentified	0.0107385594844	0.0199374342266	0.0477740701554	0.0571758422446	0.150919313174	0.0533924855906	0.181761909478	0.185999199573	0.131382681868	0.108733870117	0.201306832162
k__Fungi;p__Glomeromycota;c__Glomeromycetes	0.0	0.0	0.0235614877513	0.00121278555852	0.0	0.00182957453424	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Glomeromycota;c__unidentified	0.0	0.0	0.0	0.000209905192821	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Zygomycota;c__Incertae_sedis	0.000125139804625	0.0	4.06934158053e-05	0.000513101582452	0.0	0.00744983617535	0.000173318807567	0.0	8.6974799052e-05	0.0	0.0
k__Fungi;p__unidentified;c__unidentified	0.207348835027	0.609828881168	0.291568324245	0.37749116649	0.312232183559	0.324205390668	0.432975141131	0.439234258271	0.37981894746	0.417451918006	0.410700713563
