# Constructed from biom file
#OTU ID	C/0	C/30	C/112	LB/30	LB/112	LH + LB/30	LH + LB/112	LH/112
No blast hit;Other;Other;Other	4.49158469525e-05	1.23347148214e-05	0.0	0.000126758778045	0.0	2.92141396436e-05	0.00129812563323	0.0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales	3.20827478232e-05	0.000567396881784	0.00587463203905	0.000302270932262	0.00486791516805	0.0	0.000105538669368	0.000199493593187
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales	3.20827478232e-05	0.000271363726071	0.000815567137742	0.0	0.0075034106412	5.84282792872e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.00301577829538	0.00363874087231	0.00140175601799	0.0374328422243	0.0	0.00108092316681	2.11077338737e-05	0.00290032993171
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales	6.41654956464e-05	2.46694296428e-05	6.37161826361e-05	0.0	0.0	0.000243451163697	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Incertae_sedis	0.0	0.0	0.0	9.75067523426e-06	0.000186034974575	0.0	0.0	1.53456610143e-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.00461349913697	0.00362640615749	0.00525021344921	0.00671821523641	0.00635619496465	0.00709903593339	0.0186592367443	0.00161129440651
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified	0.0254031197264	0.00136915334517	0.0015929045659	0.00370525658902	0.0	0.00371019573474	0.00515028706518	0.000153456610143
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.000218162685198	0.0	0.0	0.000204764179919	0.0	0.000399259908462	0.000696555217832	0.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales	0.00134105885901	0.0014431616341	0.00170759369465	0.00430979845354	0.0136115589731	0.00550199629954	0.00163584937521	0.00511010511778
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Incertae_sedis	0.0	0.0	0.0	0.000175512154217	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis	4.49158469525e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales	1.28330991293e-05	0.0	0.0	9.75067523426e-06	0.0	0.0	0.00205800405268	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales	0.0	0.0	0.00230652581143	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.000648071506028	0.00361407144267	0.0201852866591	0.00321772282731	0.00551903757906	0.00384652838641	0.0212132725431	0.0370137343666
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis	0.0	6.1673574107e-05	0.0	0.000399777684605	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified	1.92496486939e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales	0.0	0.0	0.0	5.85040514056e-05	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales	3.84992973878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.0325190731936	0.472234556937	0.105539484918	0.276421892216	0.182624333375	0.292034277924	0.164577001013	0.172439192818
