OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	C/0_mean	LH + LB/112_mean	C/30_mean	LH/112_mean	LB/30_mean	LB/112_mean	C/112_mean	taxonomy
DQ097868	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	8.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ010684	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM190008	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sublilacina
FM999503	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsordariomyceta
GQ458026	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_commune
DQ400252	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__unidentified; g__unidentified; s__unculturedParaglomus
FJ439580	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	7.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_GMG_C6
FJ378719	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Acephala; s__Acephala_sp_ASR_197
FJ554002	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
GU461413	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM902072	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
HQ630977	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_CBS_119214
GQ520395	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AF527511	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meripilaceae; g__Antrodia; s__Antrodia_leucaena
FN550883	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Inocybe; s__Inocybe_jacobi
DQ421141	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GU366669	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU174309	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU307922	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_anisopliae
FN555276	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__unidentified; g__unidentified; s__unculturedParaglomus
EF521246	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	122.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906553	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU58	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU39	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Ophiostoma; s__Ophiostoma_angusticollis
New.ReferenceOTU46	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	58.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU3	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	43.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU52	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU57	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	27.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Galactomyces; s__Galactomyces_geotrichum
New.CleanUp.ReferenceOTU99	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	30.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__zygomycete_sp_olrim272
New.CleanUp.ReferenceOTU149	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified; s__unculturedArchaeospora
New.CleanUp.ReferenceOTU153	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora; s__Podospora_cochleariformis
New.CleanUp.ReferenceOTU176	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU268	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_sp_H09
New.CleanUp.ReferenceOTU272	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU283	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Phialocephala; s__Phialocephala_fluminis
New.CleanUp.ReferenceOTU324	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU352	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__Capnodiales_sp_TR006
New.CleanUp.ReferenceOTU371	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedzygomycete
New.CleanUp.ReferenceOTU383	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU403	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU404	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU406	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU408	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	4.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU461	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU515	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU519	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp_JJP_2009a
New.CleanUp.ReferenceOTU544	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	11.5	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum; s__Microbotryum_anomalum
New.CleanUp.ReferenceOTU564	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU621	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_kudriavzevii
New.CleanUp.ReferenceOTU628	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_TY1_4
New.CleanUp.ReferenceOTU633	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__unidentified; s__unculturedAmphinema
New.CleanUp.ReferenceOTU639	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU663	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	87.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified_sp.
New.CleanUp.ReferenceOTU704	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU728	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Echinodontiaceae; g__Echinodontium; s__Echinodontium_taxodii
New.CleanUp.ReferenceOTU748	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_aeruginea
New.CleanUp.ReferenceOTU785	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.CleanUp.ReferenceOTU791	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU799	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU819	9.0	0.252656046497	0.699679928926	1.0	0.0	0.0	0.0	0.0	83.5	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901903	8.99481193256	0.253028743447	0.699679928926	1.0	2.66666666667	0.0	0.0	0.0	0.0	8.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU206	8.99481193256	0.253028743447	0.699679928926	1.0	3.66666666667	0.0	0.0	0.0	0.0	7.66666666667	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_laurentii
FJ553698	8.98354792561	0.253839398925	0.699679928926	1.0	3.33333333333	1.66666666667	102.333333333	2.0	91.0	0.0	0.0	262.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU426	8.97605463347	0.254379803768	0.699679928926	1.0	0.666666666667	0.333333333333	1.33333333333	1.0	0.0	3.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Sporobolomyces; s__Sporobolomyces_sp_MAFF_654001
JN183442	8.96160600255	0.255424351602	0.699679928926	1.0	9.66666666667	0.0	0.0	19.0	35.0	27.3333333333	0.0	2.66666666667	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.CleanUp.ReferenceOTU672	8.8008974359	0.267268708229	0.699679928926	1.0	0.0	0.0	0.0	1.5	0.0	0.666666666667	0.0	16.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU586	8.77777777778	0.269006950496	0.699679928926	1.0	0.0	3.33333333333	0.0	0.0	0.0	2.66666666667	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedendophytic_fungus
EU294161	8.76796536797	0.269747312429	0.699679928926	1.0	0.0	2.33333333333	0.0	0.0	0.0	18.0	25.0	96.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Fomitopsidaceae; g__Piptoporus; s__Piptoporus_betulinus
FJ759854	8.76111111111	0.270265403965	0.699679928926	1.0	1.33333333333	0.0	0.0	0.5	0.5	1.33333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_2_TMS_2011
GU721778	8.69839609484	0.275041293959	0.699679928926	1.0	0.333333333333	0.666666666667	1.33333333333	1.5	11.0	0.333333333333	4.0	1.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ850140	8.67539804828	0.276808697934	0.699679928926	1.0	0.0	0.333333333333	0.0	0.0	1.5	0.0	0.0	5.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ516443	8.66289023162	0.277773548763	0.699679928926	1.0	38.6666666667	54.6666666667	34.0	44.5	300.5	167.666666667	0.0	109.666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU15	8.64966313763	0.278796663893	0.699679928926	1.0	2.0	3.66666666667	34.0	0.0	0.0	1.33333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Hannaella; s__Hannaella_kunmingensis
AM901910	8.60370511841	0.282373751674	0.699679928926	1.0	105.666666667	21.0	75.3333333333	132.5	49.0	195.666666667	0.0	56.6666666667	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
JF933755	8.57267072861	0.284808840021	0.699679928926	1.0	6.66666666667	2.33333333333	2.66666666667	9.0	6.0	16.0	3.0	5.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
HQ829666	8.56790123457	0.285184474502	0.699679928926	1.0	2.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cladosporium; s__Cladosporium_sp_MU_c19_50FSSIno2
JF439213	8.56790123457	0.285184474502	0.699679928926	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.666666666667	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_SUN3
New.CleanUp.ReferenceOTU112	8.56790123457	0.285184474502	0.699679928926	1.0	0.666666666667	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_rugulosa
New.CleanUp.ReferenceOTU555	8.56790123457	0.285184474502	0.699679928926	1.0	2.33333333333	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM069351	8.55123216602	0.286500224396	0.699679928926	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	35.6666666667	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__unidentified; g__unidentified; s__unidentified_sp.
DQ421253	8.53766233766	0.287574708455	0.699679928926	1.0	4.0	1.33333333333	0.0	0.0	0.0	22.3333333333	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU350	8.47464239272	0.292604416453	0.699679928926	1.0	3.0	1.66666666667	0.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_rajasthanensis
New.CleanUp.ReferenceOTU60	8.44736842105	0.294801457831	0.699679928926	1.0	0.0	0.0	0.0	9.5	0.5	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora; s__Clavispora_lusitaniae
JN905179	8.43211120064	0.29603584297	0.699679928926	1.0	10.6666666667	3.33333333333	22.6666666667	23.0	49.0	26.3333333333	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631052	8.20865800866	0.314554890669	0.699679928926	1.0	5.66666666667	2.33333333333	0.0	0.0	0.0	4.66666666667	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_5_TMS_2011
New.ReferenceOTU9	8.13468773514	0.320867330723	0.699679928926	1.0	195.333333333	28.0	121.0	123.5	221.0	203.0	43.0	59.3333333333	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Hannaella; s__Hannaella_oryzae
JQ666393	8.13460076046	0.320874806262	0.699679928926	1.0	10.3333333333	13.0	25.0	23.0	0.0	8.33333333333	32.0	31.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
FJ762572	8.04970608575	0.328231294044	0.699679928926	1.0	9.0	8.33333333333	0.0	7.0	0.0	2.66666666667	0.0	0.666666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF300839	8.0318627451	0.329792667715	0.699679928926	1.0	0.0	0.0	0.666666666667	0.0	1.0	0.333333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
FJ760116	8.0318627451	0.329792667715	0.699679928926	1.0	0.666666666667	0.0	0.333333333333	19.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ554067	7.98243589744	0.334145239982	0.699679928926	1.0	0.0	0.0	36.3333333333	0.0	94.5	4.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__unidentified; s__unculturedAmphinema
AJ972820	7.9239856189	0.339344523913	0.699679928926	1.0	0.0	4.33333333333	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.ReferenceOTU37	7.92153846154	0.339563434274	0.699679928926	1.0	0.0	0.0	0.333333333333	0.0	0.0	2.0	0.0	83.6666666667	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__Mollisia; s__Mollisia_sp_3_ICMP_18925
New.CleanUp.ReferenceOTU616	7.90448717949	0.341091498417	0.699679928926	1.0	4.0	0.0	0.0	3.5	0.0	5.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodosporidium; s__Rhodosporidium_fluviale
New.CleanUp.ReferenceOTU41	7.88716356108	0.342648878165	0.699679928926	1.0	10.3333333333	0.0	62.6666666667	30.0	0.0	13.0	79.0	11.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Metschnikowia; s__Metschnikowia_sp_XY201
AM901773	7.84741075918	0.346241315087	0.699679928926	1.0	291.0	502.333333333	116.666666667	160.0	49.5	87.3333333333	0.0	100.666666667	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AM902010	7.7996996997	0.350587262588	0.699679928926	1.0	2.33333333333	0.0	76.3333333333	37.0	2.5	14.0	0.0	27.6666666667	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU369	7.71739130435	0.358172440185	0.699679928926	1.0	0.666666666667	4.33333333333	0.0	0.0	0.0	1.0	0.0	29.6666666667	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_AR_2010
New.CleanUp.ReferenceOTU556	7.68977914741	0.360741882875	0.699679928926	1.0	11.6666666667	0.0	0.0	7.5	0.0	47.3333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Cephalothecaceae; g__Phialemonium; s__Phialemonium_curvatum
New.CleanUp.ReferenceOTU558	7.66792547835	0.362784289728	0.699679928926	1.0	12.0	2.33333333333	6.0	19.0	6.5	23.6666666667	7.0	9.66666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
AF191550	7.65115384615	0.364357014914	0.699679928926	1.0	0.0	3.0	0.0	7.0	0.0	3.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella; s__Ophiosphaerella_agrostis
DQ421212	7.51040882869	0.377734848838	0.699679928926	1.0	404.666666667	313.333333333	317.0	792.5	304.0	718.0	265.0	476.333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
HM146824	7.47333333333	0.381312038385	0.699679928926	1.0	0.0	0.0	25.3333333333	0.0	0.0	1.0	0.0	20.3333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Inocybe; s__Inocybe_lacera_var_lacera
JQ666333	7.44125326371	0.38442501726	0.699679928926	1.0	0.0	0.0	0.0	0.5	1.5	0.333333333333	0.0	2.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
JQ312183	7.43679487179	0.384858950981	0.699679928926	1.0	14.6666666667	0.0	0.0	7.5	0.0	6.33333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; g__Irpex; s__Irpex_sp_HZ_13
