Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
C-AS/90+140h	LB/90+140h	27.34	5.22440427226	39.0	0.0	1.82228434813	1.0
LB+LP/90	LB/30	13.5	0.0	27.7	0.0	None	None
C/30+120h	C/90+50h	73.6	0.0	31.3	3.61773409747	9.5468059406	1.0
C-AS/90+50h	C/90+140h	32.58	3.19962497802	29.825	4.94589476233	0.890060446578	1.0
C-AS/90+140h	C/30	27.34	5.22440427226	56.0	0.0	4.47913116786	1.0
C/30	LB/30	56.0	0.0	27.7	0.0	None	None
C/0	LB/30	108.0	11.9262315926	27.7	0.0	-5.21540371384	1.0
C/30+120h	LB+LP/90	73.6	0.0	13.5	0.0	None	None
C-AS/90+140h	LB+LP/90	27.34	5.22440427226	13.5	0.0	-2.16298588148	1.0
LB/90+140h	LB+LP/90	39.0	0.0	13.5	0.0	None	None
LB-AS/90+50h	LB+LP/90	15.8	0.0	13.5	0.0	None	None
C/90+50h	LB-AS/90+140h	31.3	3.61773409747	22.6	0.0	-1.96352746296	1.0
C-AS/90+50h	C/90	32.58	3.19962497802	42.1	2.6	-3.16296176567	1.0
C/30+120h	LB/30+120h	73.6	0.0	64.0	10.296601381	0.659268514744	1.0
LB+LP/90	C/90+50h	13.5	0.0	31.3	3.61773409747	-4.01733205065	1.0
LB/90+140h	C/90+50h	39.0	0.0	31.3	3.61773409747	1.73783465113	1.0
C/0	C/30+120h	108.0	11.9262315926	73.6	0.0	-2.23424517754	1.0
LB-AS/90+50h	LB/90+140h	15.8	0.0	39.0	0.0	None	None
C-AS/90+50h	C-AS/90	32.58	3.19962497802	30.86	7.29344911547	0.431920920627	1.0
C-AS/90+140h	LB+LP/30+120h	27.34	5.22440427226	66.4	0.0	6.10449628111	1.0
C/90+140h	LB/30	29.825	4.94589476233	27.7	0.0	-0.332804881874	1.0
C/90+140h	C-AS/90	29.825	4.94589476233	30.86	7.29344911547	-0.214012986032	1.0
C/30+120h	C-AS/90	73.6	0.0	30.86	7.29344911547	4.78471342109	1.0
C-AS/90+50h	LB-AS/90+50h	32.58	3.19962497802	15.8	0.0	-4.2820057732	1.0
C-AS/90+140h	LB/30	27.34	5.22440427226	27.7	0.0	0.0562626385356	1.0
C-AS/90+50h	LB/30+120h	32.58	3.19962497802	64.0	10.296601381	-5.48432731105	1.0
C-AS/90+140h	C/90+140h	27.34	5.22440427226	29.825	4.94589476233	-0.640272634356	1.0
C/30+120h	C/90	73.6	0.0	42.1	2.6	6.99482056903	1.0
LB+LP/30+120h	C/90+50h	66.4	0.0	31.3	3.61773409747	7.92181769539	1.0
C-AS/90+50h	LB+LP/90	32.58	3.19962497802	13.5	0.0	-4.86893147513	1.0
C-AS/90	LB-AS/90+140h	30.86	7.29344911547	22.6	0.0	-0.924701283533	1.0
LB+LP/30+120h	LB/90+140h	66.4	0.0	39.0	0.0	None	None
C-AS/90+50h	C/30	32.58	3.19962497802	56.0	0.0	5.97643475615	1.0
C/0	C/90	108.0	11.9262315926	42.1	2.6	6.30596746361	1.0
C/30	LB/30+120h	56.0	0.0	64.0	10.296601381	-0.549390428954	1.0
LB-AS/90+50h	LB/30+120h	15.8	0.0	64.0	10.296601381	-3.31007733445	1.0
C-AS/90+50h	C/90+50h	32.58	3.19962497802	31.3	3.61773409747	0.530058195069	1.0
C/90+140h	C/30	29.825	4.94589476233	56.0	0.0	4.09937307438	1.0
LB/30	C/90	27.7	0.0	42.1	2.6	-3.19763226013	1.0
LB+LP/90	LB-AS/90+140h	13.5	0.0	22.6	0.0	None	None
LB+LP/30+120h	C/30+120h	66.4	0.0	73.6	0.0	None	None
C/30	LB+LP/90	56.0	0.0	13.5	0.0	None	None
LB+LP/30+120h	LB/30+120h	66.4	0.0	64.0	10.296601381	0.164817128686	1.0
C/90+140h	C/90	29.825	4.94589476233	42.1	2.6	-2.68622031647	1.0
C/90+140h	LB-AS/90+140h	29.825	4.94589476233	22.6	0.0	-1.13153659837	1.0
C/0	LB-AS/90+50h	108.0	11.9262315926	15.8	0.0	-5.9882966677	1.0
C/0	C/90+140h	108.0	11.9262315926	29.825	4.94589476233	10.4873264776	1.0
C-AS/90+50h	LB/90+140h	32.58	3.19962497802	39.0	0.0	1.63828826364	1.0
C-AS/90+140h	C-AS/90+50h	27.34	5.22440427226	32.58	3.19962497802	-1.71064711316	1.0
C-AS/90+50h	LB/30	32.58	3.19962497802	27.7	0.0	-1.24530322844	1.0
C-AS/90+140h	C/90	27.34	5.22440427226	42.1	2.6	-3.22098195388	1.0
C/30+120h	LB-AS/90+140h	73.6	0.0	22.6	0.0	None	None
C-AS/90	C/90	30.86	7.29344911547	42.1	2.6	-1.79687390898	1.0
C/30	LB/90+140h	56.0	0.0	39.0	0.0	None	None
C/90+140h	LB+LP/30+120h	29.825	4.94589476233	66.4	0.0	5.72815931979	1.0
LB/30+120h	C/90+50h	64.0	10.296601381	31.3	3.61773409747	5.60068735305	1.0
LB+LP/30+120h	C/90	66.4	0.0	42.1	2.6	5.39600443896	1.0
LB/30+120h	C-AS/90	64.0	10.296601381	30.86	7.29344911547	4.59949809795	1.0
LB/90+140h	LB/30+120h	39.0	0.0	64.0	10.296601381	-1.71684509048	1.0
LB-AS/90+50h	LB-AS/90+140h	15.8	0.0	22.6	0.0	None	None
LB-AS/90+140h	C/90	22.6	0.0	42.1	2.6	-4.33012701892	1.0
C/0	C-AS/90	108.0	11.9262315926	30.86	7.29344911547	10.5293617353	0.46
LB-AS/90+50h	C/90+140h	15.8	0.0	29.825	4.94589476233	-2.19651222037	1.0
C/30	C-AS/90	56.0	0.0	30.86	7.29344911547	2.81440560146	1.0
C/0	LB+LP/90	108.0	11.9262315926	13.5	0.0	-6.13767933945	1.0
C-AS/90+140h	LB-AS/90+50h	27.34	5.22440427226	15.8	0.0	-1.80353013528	1.0
LB+LP/90	C-AS/90	13.5	0.0	30.86	7.29344911547	-1.94343998573	1.0
LB/90+140h	C-AS/90	39.0	0.0	30.86	7.29344911547	0.911267366581	1.0
C/0	LB+LP/30+120h	108.0	11.9262315926	66.4	0.0	-2.70187788911	1.0
LB/30+120h	C/90	64.0	10.296601381	42.1	2.6	2.28192413436	1.0
LB-AS/90+50h	LB+LP/30+120h	15.8	0.0	66.4	0.0	None	None
C/90+140h	C/90+50h	29.825	4.94589476233	31.3	3.61773409747	-0.455258762462	1.0
LB/90+140h	C/90	39.0	0.0	42.1	2.6	-0.688379167111	1.0
LB+LP/90	C/90	13.5	0.0	42.1	2.6	-6.35085296109	1.0
C-AS/90+140h	C/90+50h	27.34	5.22440427226	31.3	3.61773409747	-1.24631872048	1.0
C/90+50h	C/90	31.3	3.61773409747	42.1	2.6	-3.24830026697	1.0
C/0	C/30	108.0	11.9262315926	56.0	0.0	-3.37734736139	1.0
C/30	C/90+50h	56.0	0.0	31.3	3.61773409747	5.57461245231	1.0
LB-AS/90+50h	C/90+50h	15.8	0.0	31.3	3.61773409747	-3.49823858344	1.0
C-AS/90+140h	LB-AS/90+140h	27.34	5.22440427226	22.6	0.0	-0.740791407385	1.0
LB+LP/30+120h	C-AS/90	66.4	0.0	30.86	7.29344911547	3.97867840397	1.0
LB-AS/90+50h	C/30	15.8	0.0	56.0	0.0	None	None
LB/90+140h	LB-AS/90+140h	39.0	0.0	22.6	0.0	None	None
