OTU	Test-Statistic	P	FDR_P	Bonferroni_P	C/0_mean	S2-3H-LATE/56_mean	C-3H-LATE/56_mean	S2-NS/56_mean	S2-3H/56_mean	C-NS/56_mean	taxonomy
GU721776	10.7227398206	0.057162956709	0.213302514386	1.0	73.0	6.0	0.25	3.33333333333	6.66666666667	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901893	10.5418920659	0.061258712507	0.226488634315	1.0	90.3333333333	19.5	8.5	21.6666666667	13.3333333333	94.3333333333	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AM901888	10.4242912371	0.0640679425366	0.23472164402	1.0	0.333333333333	0.25	4.25	65.3333333333	37.6666666667	35.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU490138	10.351984127	0.0658545599954	0.239093582686	1.0	43.3333333333	1.0	0.5	1.33333333333	3.33333333333	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM037642	10.2824967825	0.0676152759993	0.243294252033	1.0	338.333333333	2.75	1.75	18.6666666667	117.666666667	22.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GQ866206	10.2218403971	0.0691880495673	0.245083519906	1.0	2.0	2.5	0.0	0.333333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_sp_14018
JQ666400	10.2164736165	0.0693288368966	0.245083519906	1.0	2294.0	28.25	4.25	30.6666666667	190.0	4.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF300397	9.94478371501	0.0768149785641	0.269186403142	1.0	837.0	476.75	1.25	43.0	43.0	71.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.ReferenceOTU14	9.92061068702	0.0775162142268	0.269302020116	1.0	73.3333333333	2.0	35.5	51.6666666667	26.3333333333	132.333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_quercitrusa
JF770474	9.7441475827	0.082817923688	0.285261737148	1.0	44.6666666667	0.25	23.25	85.6666666667	43.6666666667	47.3333333333	k__Fungi; p__Basidiomycota; c__Pucciniomycetes; o__Pucciniales; f__Pucciniaceae; g__Puccinia; s__Puccinia_striiformis_f_sp_tritici
FJ759754	9.57339055794	0.0882658247856	0.297460469582	1.0	5.33333333333	0.0	1.25	56.0	61.6666666667	16.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU38	9.53696498054	0.0894699602676	0.297460469582	1.0	0.333333333333	0.0	0.0	9.33333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Cercospora; s__Cercospora_sp_CPC_15875
New.CleanUp.ReferenceOTU432	9.53696498054	0.0894699602676	0.297460469582	1.0	1.0	0.0	0.0	0.0	0.0	8.33333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Kodamaea; s__Kodamaea_ohmeri
New.CleanUp.ReferenceOTU564	9.53696498054	0.0894699602676	0.297460469582	1.0	0.0	0.0	0.0	50.0	2.33333333333	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_CBS_8577
