# Constructed from biom file
#OTU ID	C/0	C/92	LB/10	LB/30	LB/92	LH + LB/10	LH + LB/30	LH + LB/92	LH/10	LH/30	LH/92
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Stropharia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00620582961218	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe	0.0	0.0	0.00162773663221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Cystoderma	0.0	0.00240748482708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma	0.0	0.0	0.0199804671604	0.0	0.0	0.00197307057614	0.0	0.0	0.0	0.00404345838754	0.00214889137983
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema	0.0	0.00175876137068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia	0.0	0.00612683264376	0.0	0.000384826186839	0.0	0.0	0.0	0.0	0.0	0.0123764987166	0.012931623698
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__unidentified	0.0	0.0	0.0103768210304	0.0	0.0	0.0014469184225	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Boletus	0.000148603517993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112342448775	0.0	0.000185909177899
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Pseudomerulius	0.0	0.0	0.0	0.00103786456451	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gyroporaceae;g__Gyroporus	0.000406704365033	0.0	0.0	0.0	0.0	0.0033243249707	0.0	0.0	0.0	0.0	0.0
