# Constructed from biom file
#OTU ID	C/0	C/92	LB/10	LB/30	LB/92	LH + LB/10	LH + LB/30	LH + LB/92	LH/10	LH/30	LH/92
No blast hit;Other;Other;Other	6.25699023127e-05	0.0	0.0	0.0	0.0	0.0	7.42794889571e-05	0.0	1.4495799842e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales	3.12849511564e-05	1.44160768089e-05	0.0	0.0	0.0	0.0	2.47598296524e-05	0.00753735325507	0.00670430742692	0.0039731373721	0.00749651420291
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales	5.47486645236e-05	0.00442573558032	0.0	0.00059473137966	0.0	0.0	0.0160443696147	0.0	0.00190619767922	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0.0207184589033	0.0032580333588	0.0	0.00371998647278	0.0	0.00205677660058	0.0	0.0101387406617	0.00544317284067	0.0	0.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.00314495491833	4.95196593047e-05	0.0	0.0	0.0	1.0935833994e-05
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0.0288212612528	0.0134501996627	0.0180271832018	0.0269844786771	0.0427594590488	0.216762729295	0.0440477369516	3.33511205977e-05	0.00822636641033	0.00774410182483	0.00687317166525
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified	0.00361341185856	0.0	0.0	0.0	0.0	0.00407767919068	0.0	0.0	0.0164527328207	0.0	0.00346119145911
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.000211173420305	0.000432482304266	0.00663302677627	0.00277541310508	0.0	0.00102838830029	0.0	0.0	0.00177573548064	0.00334024823318	0.00317139185827
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales	0.0288290824906	0.00250839736474	0.00219744445349	0.00920084428533	0.0115787874183	0.00226006265994	0.0380063385164	0.0	0.00484159714723	0.0142312154988	0.0107389889821
k__Fungi;p__Ascomycota;c__Incertae_sedis;o__Incertae_sedis	0.0151497375975	0.0	0.00415072841214	0.00462957564167	0.0	0.00373089708942	0.0	0.00720384204909	0.000884243790362	0.00356000140642	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.00263575713492	0.0229648103565	0.0177830227069	0.0750644292328	0.112080230968	0.0266424317796	0.0031197385362	0.059765208111	0.0282450659921	0.0914964312085	0.0511086201711
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis	0.000265922084829	0.0	0.0201839342394	0.0019357923338	0.0	0.0072345921125	0.0	0.0151414087513	0.00229758427496	0.00368306318343	5.46791699702e-06
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unidentified	7.82123778909e-06	0.0	0.0	0.0	0.0	4.78320139669e-05	0.0	0.0	5.7983199368e-05	0.0	0.0
k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales	0.00025810084704	0.0	0.0	0.00208739052861	0.0119434736362	0.0	0.0	0.0	0.0	0.0	0.000349946687809
k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.0109184479536	0.0717055660473	0.174289899894	0.147901531142	0.0429721926759	0.0530217874824	0.00252550262454	0.0	0.10463068326	0.0773619071059	0.0122426661563
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1743699763e-05	0.00900108997574	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales	0.011755320397	0.0	0.00337755351184	0.000454794584446	0.0	1.19580034917e-05	0.0	0.00980522945571	0.000500105094549	3.51605077177e-05	0.0
k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.353160171129	0.000201825075324	0.0826890209164	0.0749011696384	0.0247074912627	0.063006720398	0.0140883430722	0.0320837780149	0.0856629291663	0.025913294188	0.0233589414113
