	151	150	153	152	155	157	156	158	177	175	173	170	146	147	145	148	168	165	166	167	160	161	162	163
151	0.0	0.4271	0.3569	0.52	0.9765	0.5655	0.5294	0.96585	0.58415	0.83165	0.99985	0.4771	0.8239	0.6832	0.79295	0.76645	0.4328	0.53735	0.38685	0.3562	0.92915	0.9186	0.9235	0.905
150	0.4271	0.0	0.5255	0.4961	0.97655	0.59285	0.56365	0.98125	0.5894	0.82575	0.99985	0.56235	0.78555	0.6292	0.75265	0.72555	0.5801	0.51065	0.50075	0.49995	0.9319	0.91935	0.93625	0.9233
153	0.3569	0.5255	0.0	0.5048	0.9934	0.61855	0.5323	0.97395	0.54265	0.81115	0.9999	0.4399	0.75505	0.6238	0.73095	0.6852	0.36315	0.46495	0.2833	0.4446	0.93175	0.92805	0.9338	0.91115
152	0.52	0.4961	0.5048	0.0	0.9765	0.5845	0.604	0.96785	0.5759	0.79505	0.9997	0.60995	0.78795	0.654	0.75885	0.68985	0.5952	0.56325	0.60095	0.5568	0.9085	0.8911	0.8926	0.92155
155	0.9765	0.97655	0.9934	0.9765	0.0	0.97655	0.9998	0.99985	0.9917	0.99995	0.99995	0.9999	0.992	0.9839	0.97625	0.981	0.9999	0.99985	0.99995	0.99985	0.99435	0.9999	0.9985	0.9964
157	0.5655	0.59285	0.61855	0.5845	0.97655	0.0	0.5689	0.5785	0.6394	0.8483	0.99985	0.6533	0.8476	0.6885	0.81335	0.77305	0.66785	0.65785	0.6316	0.63305	0.89215	0.88005	0.85225	0.5177
156	0.5294	0.56365	0.5323	0.604	0.9998	0.5689	0.0	0.9838	0.62525	0.8468	0.99985	0.5487	0.8246	0.7029	0.8135	0.78555	0.5461	0.5684	0.5492	0.5261	0.72005	0.68095	0.62955	0.6037
158	0.96585	0.98125	0.97395	0.96785	0.99985	0.5785	0.9838	0.0	0.98165	0.9909	0.99995	0.9882	0.989	0.98685	0.9886	0.99075	0.98935	0.9919	0.9881	0.98335	0.99515	0.9933	0.9456	0.6352
177	0.58415	0.5894	0.54265	0.5759	0.9917	0.6394	0.62525	0.98165	0.0	0.81695	0.9998	0.63265	0.7465	0.6358	0.75185	0.6581	0.63635	0.5019	0.5944	0.55695	0.9182	0.90525	0.92075	0.90855
175	0.83165	0.82575	0.81115	0.79505	0.99995	0.8483	0.8468	0.9909	0.81695	0.0	0.9999	0.86155	0.8548	0.84175	0.82915	0.8521	0.8805	0.83895	0.8224	0.8451	0.56755	0.30185	0.4656	0.9351
173	0.99985	0.99985	0.9999	0.9997	0.99995	0.99985	0.99985	0.99995	0.9998	0.9999	0.0	0.9999	0.99985	0.99985	0.99985	0.99985	0.9999	0.9999	0.9999	0.9999	0.9999	0.9999	0.99985	0.99995
170	0.4771	0.56235	0.4399	0.60995	0.9999	0.6533	0.5487	0.9882	0.63265	0.86155	0.9999	0.0	0.8095	0.66205	0.79175	0.75335	0.4535	0.5234	0.4572	0.48945	0.9764	0.95075	0.97395	0.96385
146	0.8239	0.78555	0.75505	0.78795	0.992	0.8476	0.8246	0.989	0.7465	0.8548	0.99985	0.8095	0.0	0.3631	0.3644	0.42885	0.7897	0.76155	0.77475	0.72815	0.9689	0.96185	0.96875	0.95645
147	0.6832	0.6292	0.6238	0.654	0.9839	0.6885	0.7029	0.98685	0.6358	0.84175	0.99985	0.66205	0.3631	0.0	0.3132	0.3568	0.65825	0.6205	0.6223	0.60865	0.9656	0.95435	0.9663	0.9595
145	0.79295	0.75265	0.73095	0.75885	0.97625	0.81335	0.8135	0.9886	0.75185	0.82915	0.99985	0.79175	0.3644	0.3132	0.0	0.39075	0.76715	0.74795	0.7534	0.7165	0.96155	0.95855	0.974	0.9498
148	0.76645	0.72555	0.6852	0.68985	0.981	0.77305	0.78555	0.99075	0.6581	0.8521	0.99985	0.75335	0.42885	0.3568	0.39075	0.0	0.75615	0.6392	0.72255	0.6821	0.9647	0.958	0.97015	0.95685
168	0.4328	0.5801	0.36315	0.5952	0.9999	0.66785	0.5461	0.98935	0.63635	0.8805	0.9999	0.4535	0.7897	0.65825	0.76715	0.75615	0.0	0.5007	0.42695	0.54385	0.98865	0.96855	0.9845	0.9804
165	0.53735	0.51065	0.46495	0.56325	0.99985	0.65785	0.5684	0.9919	0.5019	0.83895	0.9999	0.5234	0.76155	0.6205	0.74795	0.6392	0.5007	0.0	0.4185	0.46595	0.95765	0.9535	0.9636	0.9448
166	0.38685	0.50075	0.2833	0.60095	0.99995	0.6316	0.5492	0.9881	0.5944	0.8224	0.9999	0.4572	0.77475	0.6223	0.7534	0.72255	0.42695	0.4185	0.0	0.4534	0.95915	0.94975	0.9702	0.9458
167	0.3562	0.49995	0.4446	0.5568	0.99985	0.63305	0.5261	0.98335	0.55695	0.8451	0.9999	0.48945	0.72815	0.60865	0.7165	0.6821	0.54385	0.46595	0.4534	0.0	0.9533	0.9467	0.9631	0.9377
160	0.92915	0.9319	0.93175	0.9085	0.99435	0.89215	0.72005	0.99515	0.9182	0.56755	0.9999	0.9764	0.9689	0.9656	0.96155	0.9647	0.98865	0.95765	0.95915	0.9533	0.0	0.3153	0.33345	0.6947
161	0.9186	0.91935	0.92805	0.8911	0.9999	0.88005	0.68095	0.9933	0.90525	0.30185	0.9999	0.95075	0.96185	0.95435	0.95855	0.958	0.96855	0.9535	0.94975	0.9467	0.3153	0.0	0.19525	0.6804
162	0.9235	0.93625	0.9338	0.8926	0.9985	0.85225	0.62955	0.9456	0.92075	0.4656	0.99985	0.97395	0.96875	0.9663	0.974	0.97015	0.9845	0.9636	0.9702	0.9631	0.33345	0.19525	0.0	0.56075
163	0.905	0.9233	0.91115	0.92155	0.9964	0.5177	0.6037	0.6352	0.90855	0.9351	0.99995	0.96385	0.95645	0.9595	0.9498	0.95685	0.9804	0.9448	0.9458	0.9377	0.6947	0.6804	0.56075	0.0
