OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	LH/10_mean	LB/10_mean	C/0_mean	LH + LB/92_mean	C/92_mean	LB/30_mean	LH + LB/10_mean	LB/92_mean	LH/92_mean	taxonomy
New.CleanUp.ReferenceOTU2	10.8140350877	0.372188847814	0.789934298247	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	54.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU120	10.8140350877	0.372188847814	0.789934298247	1.0	0.0	79.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_glutinis
New.CleanUp.ReferenceOTU219	10.800150263	0.373298748878	0.790464401427	1.0	0.0	3.66666666667	7.0	0.0	0.0	0.0	0.0	0.0	2.66666666667	17.0	1.33333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Flammulina; s__Flammulina_velutipes
FJ553414	10.6011494253	0.389423910722	0.802267042228	1.0	0.0	62.6666666667	0.0	0.0	0.0	0.0	0.0	48.6666666667	0.0	112.0	72.6666666667	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Venturiaceae; g__unidentified; s__unculturedVenturia
GQ458030	10.5508211832	0.393565689586	0.802267042228	1.0	1.0	1.66666666667	1.66666666667	0.0	1.66666666667	0.0	6.0	0.0	0.0	1.0	2.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ458026	10.5307877537	0.395221392248	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.5	0.0	54.3333333333	3.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_commune
GQ525731	10.4977538185	0.397960255816	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	78.3333333333	0.0	0.0	54.0	6.0	0.0	38.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU603	10.4250790912	0.404023628535	0.802267042228	1.0	3.0	0.0	2.0	0.0	1.33333333333	0.0	0.0	11.0	0.0	0.0	0.0	k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp_INBio2559C
FJ845446	10.3962848297	0.406440258877	0.802267042228	1.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.333333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_sp.
New.ReferenceOTU30	10.3934707904	0.406676865807	0.802267042228	1.0	0.0	0.0	37.0	0.0	2.0	164.0	0.0	0.0	0.0	0.0	50.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AJ534905	10.3701754386	0.408638500225	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	1.0	58.6666666667	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_sp_H22
DQ421253	10.3582659479	0.409643385745	0.802267042228	1.0	0.0	0.0	44.6666666667	0.0	92.3333333333	0.0	19.0	54.3333333333	0.0	0.0	64.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
New.CleanUp.ReferenceOTU35	10.1583333333	0.426713787826	0.802267042228	1.0	0.0	0.0	60.0	0.0	0.0	0.0	33.5	0.0	28.3333333333	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU53	10.0724137931	0.434163323534	0.802267042228	1.0	0.0	381.666666667	0.0	0.0	0.0	0.0	165.0	6.66666666667	0.0	0.0	297.333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Atheliales; f__Atheliaceae; g__Athelia; s__Athelia_decipiens
HQ211528	10.0551924473	0.435664484135	0.802267042228	1.0	1.0	684.333333333	165.666666667	30.0	21.3333333333	277.0	184.5	251.666666667	48.0	345.0	542.666666667	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Rhizoscyphus; s__Rhizoscyphus_ericae
New.CleanUp.ReferenceOTU91	10.0476804124	0.436320126767	0.802267042228	1.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	3.66666666667	0.0	0.0	0.666666666667	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
New.CleanUp.ReferenceOTU708	10.0131313131	0.43934198397	0.802267042228	1.0	0.0	0.0	0.666666666667	0.0	1.33333333333	0.0	0.0	0.333333333333	0.333333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__Acremonium; s__Acremonium_sp_JJP_2009a
New.ReferenceOTU28	9.85210727969	0.453562952703	0.802267042228	1.0	0.0	0.0	41.0	0.0	10.6666666667	0.0	0.0	101.0	66.6666666667	153.0	198.333333333	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__Mollisia; s__Mollisia_sp_3_ICMP_18925
New.ReferenceOTU82	9.83448275862	0.455132858429	0.802267042228	1.0	0.0	151.333333333	100.333333333	96.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedAgaricomycetes
GU721712	9.72629703299	0.464825488376	0.802267042228	1.0	0.0	0.666666666667	1.0	0.0	2.0	0.0	4.5	0.333333333333	1.33333333333	0.0	1.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU192362	9.71981942624	0.465408838925	0.802267042228	1.0	535.0	121.0	181.666666667	150.0	5.33333333333	177.0	159.0	70.3333333333	109.333333333	4.0	206.0	k__Fungi; p__Basidiomycota; c__Incertae_sedis; o__Malasseziales; f__Incertae_sedis; g__Malassezia; s__Malassezia_sp_LCP_2008a
New.ReferenceOTU21	9.59847155185	0.476397873303	0.802267042228	1.0	23.0	93.3333333333	144.0	64.0	12.3333333333	491.0	76.5	16.3333333333	182.666666667	255.0	49.3333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Lactarius; s__Lactarius_glyciosmus
AJ633596	9.57147766323	0.478857769741	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	0.0	3.0	0.0	0.666666666667	1.33333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
EU552132	9.57147766323	0.478857769741	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.666666666667	3.0	0.0	0.333333333333	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gibberella; s__Gibberella_sp_CBS_119214
AB245444	9.57147766323	0.478857769741	0.802267042228	1.0	0.0	0.0	53.0	0.0	2.0	0.0	0.0	1.0	0.0	30.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Schizophyllaceae; g__Schizophyllum; s__Schizophyllum_sp_MI_01
HQ211907	9.5588161525	0.480013470819	0.802267042228	1.0	0.0	9.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.333333333333	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unculturedHelotiales
New.CleanUp.ReferenceOTU121	9.2863292011	0.505162656842	0.802267042228	1.0	118.0	43.0	133.333333333	0.0	0.0	0.0	23.0	248.333333333	11.3333333333	0.0	88.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU1	9.18690877024	0.514462007504	0.802267042228	1.0	0.0	119.0	80.0	1186.0	1.33333333333	0.0	3.0	67.0	28.6666666667	0.0	8.66666666667	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hymenochaetales; f__Schizoporaceae; g__Hyphodontia; s__Hyphodontia_sambuci
New.ReferenceOTU24	9.09191729323	0.523403111167	0.802267042228	1.0	1.0	170.333333333	0.0	0.0	0.0	0.0	74.5	30.6666666667	0.333333333333	39.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified; s__unidentified_sp.
New.ReferenceOTU69	8.93532431756	0.538252372794	0.802267042228	1.0	0.0	61.0	0.0	110.0	0.0	0.0	61.0	31.3333333333	0.0	0.0	114.333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_abortivum
JQ312183	8.81271477663	0.549965221977	0.802267042228	1.0	0.0	0.0	0.0	67.0	3.66666666667	0.0	0.0	43.0	0.0	0.0	28.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Steccherinaceae; g__Irpex; s__Irpex_sp_HZ_13
GU553369	8.76639344262	0.55440803318	0.802267042228	1.0	0.0	225.0	113.666666667	55.0	3.66666666667	0.0	41.0	143.666666667	157.0	810.0	75.6666666667	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__unidentified; s__unculturedLactarius
AM901763	8.74395895399	0.556563055158	0.802267042228	1.0	0.0	36.0	77.3333333333	0.0	8.33333333333	0.0	0.0	101.333333333	202.0	379.0	68.6666666667	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
FJ454895	8.74208144796	0.556743499525	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	0.0	1.0	0.0	0.666666666667	1.33333333333	0.0	0.666666666667	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_sp_H09
JQ975986	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	1.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
GU981734	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phialophora; s__Phialophora_sessilis
JQ666595	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	34.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
JF945154	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU489958	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_SUN3
New.CleanUp.ReferenceOTU527	8.53985507246	0.576256550237	0.802267042228	1.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	69.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
JQ666333	8.51337359793	0.578821955374	0.802267042228	1.0	0.0	1.66666666667	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	11.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
HQ219400	8.44914089347	0.585052847461	0.802267042228	1.0	0.0	34.6666666667	0.0	0.0	3.0	0.0	0.0	5.33333333333	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedDikarya
FJ553881	8.44914089347	0.585052847461	0.802267042228	1.0	0.0	0.0	10.6666666667	0.0	7.66666666667	0.0	0.0	0.0	38.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsordariomyceta
AM902010	8.43333333333	0.586587946576	0.802267042228	1.0	0.0	113.333333333	101.333333333	0.0	0.0	0.0	58.5	0.0	11.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AM901882	8.39367816092	0.590441624852	0.802267042228	1.0	0.0	0.0	54.0	82.0	2.33333333333	483.0	99.0	141.0	152.0	0.0	26.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
EU490019	8.38723737148	0.591067886343	0.802267042228	1.0	8.0	6.33333333333	6.33333333333	9.0	0.0	5.0	2.0	32.0	41.6666666667	4.0	23.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_SUN3
New.CleanUp.ReferenceOTU238	8.36363636364	0.593363483242	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedcompost_fungus
New.CleanUp.ReferenceOTU429	8.30775862069	0.598803102161	0.802267042228	1.0	0.0	1.33333333333	0.0	0.0	0.0	18.0	3.5	25.3333333333	9.66666666667	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_MU_2009_3
JN943963	8.19202898551	0.610086007144	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	2.33333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Bolbitiaceae; g__Alnicola; s__Alnicola_sp_MG_2011b
HM069351	8.19202898551	0.610086007144	0.802267042228	1.0	0.0	0.0	118.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AF516556	8.19202898551	0.610086007144	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	18.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified; s__unidentified_sp.
New.CleanUp.ReferenceOTU83	8.19202898551	0.610086007144	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	11.6666666667	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Heyderia_; s__Heyderia_abietis
New.CleanUp.ReferenceOTU571	8.19202898551	0.610086007144	0.802267042228	1.0	0.0	85.6666666667	0.0	0.0	0.0	0.0	56.5	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU727	8.16896551724	0.612336663695	0.802267042228	1.0	0.0	0.0	0.0	0.0	2.33333333333	0.0	0.0	20.0	3.33333333333	117.0	85.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU328525	8.11718213058	0.617391810603	0.802267042228	1.0	0.0	93.0	0.0	43.0	0.0	0.0	0.0	18.6666666667	0.0	0.0	55.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.ReferenceOTU19	8.11718213058	0.617391810603	0.802267042228	1.0	0.0	0.0	40.3333333333	0.0	0.0	0.0	0.0	30.3333333333	49.0	49.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedPezizomycotina
New.CleanUp.ReferenceOTU65	8.11718213058	0.617391810603	0.802267042228	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.33333333333	0.0	0.0	6.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
EF521234	8.05368589744	0.623592870704	0.802267042228	1.0	0.0	66.0	71.6666666667	184.0	5.33333333333	117.0	78.0	47.3333333333	22.0	0.0	99.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AY309017	8.03875467357	0.625051305696	0.802267042228	1.0	0.0	1.33333333333	0.0	0.0	2.0	0.0	0.5	0.0	0.0	0.0	3.33333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified; s__unidentified_sp.
GU328560	8.03698559671	0.62522410743	0.802267042228	1.0	0.0	0.0	30.6666666667	0.0	8.66666666667	0.0	22.0	192.333333333	93.6666666667	0.0	0.333333333333	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AY854073	8.03531179564	0.625387603364	0.802267042228	1.0	0.0	132.666666667	68.3333333333	0.0	0.0	0.0	0.0	0.0	63.3333333333	181.0	76.3333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Flammulina; s__Flammulina_velutipes
HM000037	8.01139734582	0.62772360511	0.802267042228	1.0	37.0	225.0	95.0	77.0	2.66666666667	218.0	0.0	119.333333333	125.666666667	0.0	52.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_sp_H09
JQ711777	7.83203911418	0.645239055454	0.802267042228	1.0	0.0	0.0	0.333333333333	0.0	0.0	6.0	0.0	1.66666666667	2.0	0.0	38.6666666667	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Thelephora; s__Thelephora_terrestris
GU998419	7.69380759721	0.658717096941	0.802267042228	1.0	0.0	6.66666666667	0.0	0.0	0.333333333333	0.0	1.5	7.33333333333	0.0	3.0	2.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unculturedHelotiales
New.ReferenceOTU22	7.5241046832	0.67521120782	0.802267042228	1.0	0.0	0.0	50.0	84.0	1.66666666667	0.0	6.5	17.3333333333	0.0	0.0	22.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU68	7.51646331926	0.675952070361	0.802267042228	1.0	1.0	228.666666667	0.0	0.0	10.3333333333	1.0	72.5	249.666666667	53.6666666667	66.0	73.3333333333	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unculturedHelotiales
GU566265	7.43663072355	0.683680720312	0.802267042228	1.0	2.0	18.0	9.0	5.0	3.66666666667	21.0	0.0	3.66666666667	10.6666666667	0.0	102.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Hypocrea; s__Hypocrea_lixii
FJ762516	7.38368648895	0.688793632781	0.802267042228	1.0	0.0	0.333333333333	0.333333333333	0.0	1.0	1.0	0.0	0.0	0.666666666667	0.0	0.333333333333	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
GU056004	7.19700891573	0.706724406914	0.802267042228	1.0	0.0	0.666666666667	0.333333333333	0.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_sp_H09
GQ526984	7.17737676056	0.708600111046	0.802267042228	1.0	0.0	12.6666666667	10.3333333333	0.0	6.66666666667	7.0	32.5	2.66666666667	8.33333333333	8.0	13.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU998513	7.13747483463	0.712405881948	0.802267042228	1.0	0.0	90.6666666667	0.0	0.0	1.66666666667	0.0	0.0	0.0	73.3333333333	0.0	1.66666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU819446	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Tricholoma; s__Tricholoma_sp.
AM901791	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	9.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
EU552501	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.3333333333	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_parapsilosis
HQ212173	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	4.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__unidentified; g__unidentified; s__unculturedPhialea
HQ631046	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Bullera; s__Bullera_sp_TMS_2011
FJ440875	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unculturedCladophialophora
GU328599	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_callisteus
JQ666671	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.66666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
AM901892	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	6.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
AM902013	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AM902063	7.0	0.72544495331	0.802267042228	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU328549	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	273.333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
FJ553599	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6666666667	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Cenococcum; s__Cenococcum_geophilum
GQ866203	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	1.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AB669636	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.3333333333	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unculturedSebacinales
GU934592	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete; s__Phanerochaete_sp_853
GU721650	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.3333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
EU428770	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_WD35C
FJ762347	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ510643	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901900	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	2.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
GQ525810	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	29.3333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FN397224	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AF191550	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella; s__Ophiosphaerella_agrostis
HM572243	7.0	0.72544495331	0.802267042228	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
