OTU	Test-Statistic	P	FDR_P	Bonferroni_P	LH + LB/30_mean	LH/30_mean	LH/10_mean	LB/10_mean	C/0_mean	LH + LB/92_mean	C/92_mean	LB/30_mean	LH + LB/10_mean	LB/92_mean	LH/92_mean	taxonomy
GU931713	15.3333333333	0.120373443961	0.526211692858	1.0	14.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
FM999669	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	232.0	0.0	0.0	0.0	1093.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN394771	15.3333333333	0.120373443961	0.526211692858	1.0	267.0	0.0	39.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM902087	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU998610	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unculturedPhialocephala
AM901888	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	222.0	0.0	0.333333333333	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901956	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	19.0	0.0	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Entylomatales; f__Entylomataceae; g__Entyloma; s__Entyloma_hieracii
AB236002	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	6.66666666667	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631014	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	0.0	8.66666666667	80.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Cryptococcus; s__Cryptococcus_sp_3_TMS_2011
GU174271	15.3333333333	0.120373443961	0.526211692858	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU26	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU116	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedAgaricomycetes
New.CleanUp.ReferenceOTU268	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.333333333333	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unculturedfungus
New.CleanUp.ReferenceOTU326	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	3.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU446	15.3333333333	0.120373443961	0.526211692858	1.0	23.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU456	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	3.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Meliniomyces; s__Meliniomyces_bicolor
New.CleanUp.ReferenceOTU524	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.0	0.0	0.0	1.33333333333	143.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
New.CleanUp.ReferenceOTU624	15.3333333333	0.120373443961	0.526211692858	1.0	0.0	0.333333333333	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora_uvarum
GU721592	15.3160530929	0.120956944261	0.526211692858	1.0	0.0	0.0	131.0	0.0	138.666666667	67.0	0.0	0.0	0.0	0.0	21.6666666667	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ630976	15.2541322314	0.123067686138	0.526211692858	1.0	0.0	0.0	0.0	0.0	109.333333333	0.0	43.0	22.3333333333	34.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ515152	15.1930412371	0.125180818475	0.526211692858	1.0	0.0	0.0	0.0	59.0	2.66666666667	0.0	48.5	0.0	0.0	49.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ515349	15.1214912281	0.12769488634	0.526211692858	1.0	242.0	0.0	299.333333333	415.0	600.666666667	537.0	292.5	625.666666667	601.333333333	342.0	97.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ760116	15.050877193	0.130217946162	0.526211692858	1.0	0.0	0.0	0.333333333333	0.0	10.3333333333	30.0	0.5	0.0	0.0	7.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ631017	15.0092033362	0.131726679332	0.526211692858	1.0	0.0	0.0	0.0	0.0	7.33333333333	0.0	0.0	19.3333333333	0.0	16.0	0.0	k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Occultifur; s__Occultifur_sp_TMS_2011
JN032552	14.9632183908	0.133408613013	0.526211692858	1.0	1.0	0.0	0.0	78.0	0.0	182.0	72.5	0.0	0.0	0.0	74.3333333333	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsordariomyceta
HQ260042	14.9525959368	0.133799704872	0.526211692858	1.0	0.0	0.666666666667	0.0	0.0	4.33333333333	0.0	0.0	0.333333333333	0.0	0.0	0.333333333333	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_rugulosa
FM178236	14.8887082204	0.136172343368	0.526211692858	1.0	0.0	112.0	31.6666666667	74.0	759.666666667	0.0	0.0	99.3333333333	47.3333333333	262.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__unidentified; s__unculturedClavicipitaceae
FM875842	14.730952381	0.142183061384	0.526211692858	1.0	0.0	65.6666666667	189.333333333	169.0	116.666666667	0.0	0.5	320.666666667	355.333333333	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ510076	14.6711190264	0.144520211915	0.526211692858	1.0	4.0	0.0	4.66666666667	2.0	4.33333333333	2.0	4.0	7.33333333333	6.33333333333	5.0	2.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_endophyte_sp_M13_3311
EU917098	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.333333333333	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_SUN3
AY929128	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
AB632901	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	15.6666666667	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Grandinia; s__Grandinia_cf_barba_jovis_UBC_F19756
JN396370	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unculturedHelotiales
New.CleanUp.ReferenceOTU119	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_sp_2_TMS_2011
New.CleanUp.ReferenceOTU730	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_PIMO_118
New.CleanUp.ReferenceOTU736	14.6363636364	0.14589247143	0.526211692858	1.0	0.0	0.0	0.333333333333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
DQ421278	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	10.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsoil_fungus
GU370747	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	4.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906829	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ522168	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JN906622	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JF926984	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GQ524925	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	4.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
GU721341	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	27.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AB293968	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.333333333	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_janthinellum
AM901803	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	7.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901759	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_slooffiae
GU078631	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
FJ762215	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	5.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ630993	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	17.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Montagnulaceae; g__Paraphaeosphaeria; s__Paraphaeosphaeria_sp_TMS_2011
HM239714	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	8.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
HQ211639	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unculturedDothideomycetes
New.ReferenceOTU5	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.666666667	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Hapalopilaceae; g__Ceriporiopsis; s__Ceriporiopsis_subvermispora
New.ReferenceOTU13	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__unculturedectomycorrhizal_fungus
New.ReferenceOTU59	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU8	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	7.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Cephalothecaceae; g__Phialemonium; s__Phialemonium_curvatum
New.CleanUp.ReferenceOTU96	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Phyllachorales; f__Phyllachoraceae; g__Colletotrichum; s__Colletotrichum_trifolii
New.CleanUp.ReferenceOTU115	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	3.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__unidentified; s__unculturedClavicipitaceae
New.CleanUp.ReferenceOTU210	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	12.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_sp_HB_1201
New.CleanUp.ReferenceOTU245	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Incertae_sedis; g__Rhodotorula; s__Rhodotorula_aff_marina_IMUFRJ_52025
New.CleanUp.ReferenceOTU343	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	10.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Pseudozyma; s__Pseudozyma_sp_HB_1204
New.CleanUp.ReferenceOTU619	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU695	14.6086956522	0.146992654162	0.526211692858	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.6666666667	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__fungal_sp_GMG_PPb1
New.CleanUp.ReferenceOTU517	14.6031746032	0.147213017506	0.526211692858	1.0	0.0	0.0	0.666666666667	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycodaceae; g__Hanseniaspora; s__Hanseniaspora_uvarum
GQ521795	14.5902829952	0.147728636298	0.526211692858	1.0	0.0	0.0	41.0	0.0	75.6666666667	0.0	0.0	120.333333333	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.ReferenceOTU11	14.5902829952	0.147728636298	0.526211692858	1.0	0.0	0.0	0.0	0.0	67.3333333333	0.0	0.0	43.3333333333	179.333333333	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ212284	14.5745704467	0.148359115895	0.526417094622	1.0	379.0	0.0	33.6666666667	95.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33333333333	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
U63473	14.4797250859	0.1522125804	0.535951576197	1.0	0.0	112.666666667	0.0	0.0	1.0	0.0	1128.5	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Polyporaceae; g__Trichaptum; s__Trichaptum_biforme
New.ReferenceOTU39	14.4797250859	0.1522125804	0.535951576197	1.0	0.0	8.0	81.3333333333	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Archaeorhizomycetes; o__Archaeorhizomycetales; f__Archaeorhizomycetaceae; g__Archaeorhizomyces; s__unculturedfungus
DQ097876	14.3639423077	0.157028848363	0.549261723909	1.0	59.0	10.0	0.0	154.0	1.33333333333	49.0	59.0	365.333333333	3.0	134.0	98.3333333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_callisteus
JF495244	14.3601651187	0.157188066799	0.549261723909	1.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	46.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HQ630982	14.2912528964	0.160116355316	0.557374736877	1.0	0.0	81.6666666667	46.6666666667	546.0	146.0	0.0	0.5	190.333333333	102.333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Trichosphaeriales; f__Incertae_sedis; g__Nigrospora; s__Nigrospora_sp_TMS_2011
New.CleanUp.ReferenceOTU560	14.2565075922	0.161609734203	0.558858349415	1.0	0.0	8.66666666667	11.6666666667	4.0	0.0	0.0	5.0	6.66666666667	0.333333333333	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia; s__Pichia_sp_1_TMS_2011
New.CleanUp.ReferenceOTU141	14.2256621947	0.162945067402	0.558858349415	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.333333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
AM901894	14.2244741287	0.162996680804	0.558858349415	1.0	4.0	0.333333333333	3.0	5.0	0.333333333333	3.0	0.0	1.0	1.66666666667	3.0	2.33333333333	k__Fungi; p__Basidiomycota; c__Incertae_sedis; o__Malasseziales; f__Incertae_sedis; g__Malassezia; s__Malassezia_sp_LCP_2008a
FJ545291	14.2109965636	0.163583129481	0.558858349415	1.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	70.3333333333	0.0	0.0	40.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_anisopliae
New.ReferenceOTU7	14.2109965636	0.163583129481	0.558858349415	1.0	0.0	0.0	98.3333333333	400.0	8.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedBasidiomycota
GU998147	14.147766323	0.166357606895	0.560501631779	1.0	0.0	0.0	0.666666666667	3.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Meliniomyces; s__Meliniomyces_bicolor
GU721782	14.127340824	0.167262043151	0.560501631779	1.0	1.0	0.0	1.66666666667	4.0	3.0	0.0	2.0	1.66666666667	0.666666666667	4.0	0.333333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
HM161951	14.1123924584	0.167926497114	0.560501631779	1.0	0.0	0.0	0.666666666667	1.0	2.33333333333	0.0	0.0	1.66666666667	0.333333333333	0.0	0.666666666667	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.ReferenceOTU56	14.0966666667	0.16862783316	0.560501631779	1.0	467.0	924.666666667	684.0	689.0	41.6666666667	429.0	562.0	435.333333333	635.0	1737.0	1282.33333333	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sublilacina
FJ553367	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Thanatephorus; s__Rhizoctonia_solani
AH008235	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	47.6666666667	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__dark_septate_endophyte_DS16b
GU721806	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	1.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
JQ666749	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	0.0	1.33333333333	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Plectosphaerellaceae; g__Plectosphaerella; s__Plectosphaerella_cucumerina
JN904216	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.6666666667	10.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_PIMO_118
GU998155	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.33333333333	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedsordariomyceta
FJ553040	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unculturedPleosporales
FJ213507	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	46.6666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU101	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	63.6666666667	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Trichosporonaceae; g__Asterotremella; s__Asterotremella_humicola
New.CleanUp.ReferenceOTU243	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.33333333333	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU253	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedAscomycota
New.CleanUp.ReferenceOTU490	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	62.3333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Incertae_sedis; g__Candida; s__Candida_sp_CBS_9453
New.CleanUp.ReferenceOTU536	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
New.CleanUp.ReferenceOTU625	13.9420289855	0.175652306804	0.560501631779	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unculturedfungus
