Sample	FastQC_percent_duplicates	FastQC_percent_gc	FastQC_avg_sequence_length	FastQC_total_sequences	FastQC_percent_fails
1016.extendedFrags	99.1252422608	40.0	222.588008311	57273.0	41.6666666667
1017.extendedFrags	99.2024965326	40.0	225.051251569	60564.0	50.0
1018.extendedFrags	99.1730010113	40.0	224.494666101	61306.0	41.6666666667
1019.extendedFrags	99.0940153241	40.0	226.40695106	57948.0	41.6666666667
1020.extendedFrags	99.0741686934	40.0	223.54247992	48929.0	41.6666666667
1024.extendedFrags	97.8125	46.0	295.113671875	20480.0	50.0
1031.extendedFrags	98.9750616607	40.0	227.690143418	54735.0	33.3333333333
1032.extendedFrags	98.9167946698	40.0	235.503680504	50129.0	25.0
1033.extendedFrags	99.0665276725	40.0	237.900808693	63312.0	41.6666666667
1034.extendedFrags	99.0597517876	40.0	237.58642229	60835.0	25.0
1035.extendedFrags	99.1085065927	39.0	240.377996322	64162.0	33.3333333333
1040.extendedFrags	98.8817963016	39.0	264.394854469	66893.0	25.0
1138.extendedFrags	99.0380761523	39.0	258.297904901	82335.0	33.3333333333
1139.extendedFrags	99.1788183437	40.0	224.492271231	66246.0	41.6666666667
1140.extendedFrags	99.2099701188	40.0	227.003279644	68605.0	33.3333333333
1141.extendedFrags	98.0205146662	40.0	239.617719393	16671.0	41.6666666667
1142.extendedFrags	98.9507548367	39.0	255.411153579	67763.0	33.3333333333
1145.extendedFrags	98.763444794	40.0	223.908002244	41001.0	50.0
1153.extendedFrags	98.7432956192	38.0	268.23370395	51086.0	33.3333333333
1154.extendedFrags	98.7838841441	38.0	252.336613442	43088.0	33.3333333333
1155.extendedFrags	98.9212639972	38.0	258.280940376	51171.0	41.6666666667
1156.extendedFrags	98.7110570509	38.0	273.5288786	50972.0	41.6666666667
1157.extendedFrags	99.0918540402	38.0	260.567755348	91395.0	41.6666666667
1158.extendedFrags	97.6600892115	39.0	267.450291071	26454.0	41.6666666667
1162.extendedFrags	98.1918807585	38.0	284.635546052	31801.0	50.0
424.extendedFrags	97.6424017375	49.0	270.030547187	28546.0	41.6666666667
425.extendedFrags	98.0243372045	48.0	267.546314718	43226.0	41.6666666667
426.extendedFrags	97.9554826313	48.0	269.357132062	46319.0	41.6666666667
427.extendedFrags	97.398242859	47.0	266.967191545	23561.0	41.6666666667
429.extendedFrags	97.706079821	40.0	261.90078329	21448.0	41.6666666667
430.extendedFrags	98.3970924002	40.0	231.702483575	21461.0	50.0
431.extendedFrags	97.2128308733	42.0	269.656056733	12127.0	41.6666666667
432.extendedFrags	96.6542019288	40.0	288.325034442	10162.0	50.0
435.extendedFrags	96.2613587192	47.0	275.953266984	11555.0	50.0
437.extendedFrags	97.9538023415	45.0	292.258807088	37924.0	50.0
439.extendedFrags	89.8268398268	44.0	262.965367965	462.0	50.0
440.extendedFrags	96.1194029851	44.0	279.164582493	12395.0	41.6666666667
441.extendedFrags	96.5466242698	48.0	263.317163351	13523.0	50.0
447.extendedFrags	98.8105615387	40.0	226.536400191	35563.0	41.6666666667
449.extendedFrags	96.8118710057	44.0	268.693454786	13613.0	50.0
450.extendedFrags	97.5864590952	39.0	255.204680807	9571.0	50.0
451.extendedFrags	98.4286506158	39.0	266.229026583	41493.0	50.0
457.extendedFrags	97.7107697011	47.0	315.71000535	26166.0	50.0
458.extendedFrags	95.8006362672	45.0	299.640084836	9430.0	41.6666666667
757.extendedFrags	98.6883099291	39.0	262.056937734	44294.0	50.0
758.extendedFrags	99.0252491333	40.0	230.565682235	55091.0	41.6666666667
759.extendedFrags	98.5852060777	38.0	268.276680921	43964.0	50.0
760.extendedFrags	98.845532913	40.0	236.959822109	32829.0	25.0
761.extendedFrags	98.7733193082	37.0	282.897317699	64646.0	41.6666666667
831.extendedFrags	98.1795909065	48.0	262.689276964	35102.0	41.6666666667
832.extendedFrags	98.3442333645	49.0	265.476331361	19266.0	41.6666666667
833.extendedFrags	96.681785629	48.0	263.944378133	8378.0	50.0
834.extendedFrags	97.9030205928	48.0	262.491023043	21221.0	41.6666666667
836.extendedFrags	98.213271983	48.0	264.247602259	33469.0	41.6666666667
837.extendedFrags	97.9307275829	48.0	262.930430913	26966.0	50.0
838.extendedFrags	98.0394845078	49.0	264.51485239	21882.0	50.0
839.extendedFrags	98.2842330481	48.0	260.431945359	24304.0	50.0
841.extendedFrags	97.7908689249	48.0	262.87487255	17654.0	50.0
842.extendedFrags	98.0843617609	48.0	259.26468963	21716.0	50.0
843.extendedFrags	98.0864087478	48.0	261.069947109	16827.0	50.0
844.extendedFrags	98.0836236934	48.0	263.693978659	36736.0	41.6666666667
