	1142	1140	1162	1145	451	760	761	457	831	836	837	839	758	1018	1019	1032	1033	1016	1031	425	424	1034	426	1139	1138	757	1155	1154	759	1156	447	1153	844	1040	1017	1157	1020	427	437	1035	430
1142	0.0	0.93745	0.1871	0.9998	0.68935	0.8453	0.3857	0.99975	0.9997	0.9997	0.9997	0.99955	0.9249	0.9742	0.97705	0.8613	0.82795	0.99135	0.92635	0.99995	0.99985	0.83195	1.0	0.9918	0.5569	0.51785	0.8126	0.80495	0.5211	0.4893	0.9578	0.2351	0.9997	0.91265	0.99745	0.62145	0.97935	1.0	1.0	0.782	0.97775
1140	0.93745	0.0	0.93815	0.14865	0.5581	0.09745	0.93815	1.0	1.0	1.0	1.0	0.99985	0.02655	0.03975	0.0433	0.0909	0.1551	0.05595	0.01655	0.99995	0.99995	0.10775	0.99985	0.05515	0.39105	0.43385	0.93815	0.8209	0.5569	0.76425	0.0308	0.93815	1.0	0.93895	0.06105	0.9381	0.0447	0.99995	1.0	0.16945	0.1477
1162	0.1871	0.93815	0.0	0.98625	0.60055	0.84195	0.3642	0.9845	0.98295	0.98315	0.98305	0.98215	0.9171	0.9737	0.9776	0.8539	0.7878	0.99155	0.92655	0.9115	0.9623	0.83235	0.93215	0.99235	0.5564	0.51275	0.6993	0.706	0.4276	0.40095	0.95375	0.1634	0.98375	0.89135	0.99815	0.5035	0.97955	0.94205	0.9823	0.7721	0.8693
1145	0.9998	0.14865	0.98625	0.0	0.59775	0.16045	1.0	0.98625	0.9832	0.9836	0.9859	0.9794	0.1476	0.1473	0.14865	0.15925	0.21765	0.14825	0.1487	0.96615	0.96075	0.17565	0.96045	0.1484	0.45285	0.49585	0.99905	0.8495	0.61885	0.8121	0.1437	1.0	0.98625	1.0	0.14865	0.99995	0.1489	0.9594	0.98625	0.23535	0.16735
451	0.68935	0.5581	0.60055	0.59775	0.0	0.46345	0.67425	0.99995	0.9862	0.99855	0.99855	0.9908	0.5425	0.59245	0.57955	0.4743	0.4182	0.61195	0.54685	0.96755	0.9639	0.4526	0.9518	0.61235	0.31245	0.31865	0.6634	0.53935	0.24815	0.37255	0.5722	0.5484	0.99565	0.9126	0.6107	0.54115	0.5997	0.93475	1.0	0.3928	0.50275
760	0.8453	0.09745	0.84195	0.16045	0.46345	0.0	0.8418	0.99995	0.9984	0.99855	0.99855	0.9998	0.0808	0.13405	0.13705	0.01835	0.06305	0.1506	0.086	0.9968	0.99665	0.02215	0.9966	0.1517	0.3005	0.34315	0.84405	0.72725	0.4604	0.66835	0.11775	0.842	0.99925	0.9111	0.15745	0.84175	0.13885	0.99675	1.0	0.07925	0.14545
761	0.3857	0.93815	0.3642	1.0	0.67425	0.8418	0.0	0.99995	0.9979	0.99855	0.998	0.9993	0.9178	0.97485	0.97765	0.85395	0.80685	0.99155	0.92655	0.9927	0.9926	0.83225	0.9927	0.9924	0.55975	0.51695	0.77355	0.7859	0.50585	0.4757	0.9584	0.36805	0.99925	0.90765	0.99815	0.58235	0.97945	0.99375	0.9995	0.77205	0.957
457	0.99975	1.0	0.9845	0.98625	0.99995	0.99995	0.99995	0.0	0.9294	0.957	0.87035	0.9271	1.0	0.99875	0.99985	0.99995	0.99995	1.0	1.0	0.8719	0.8718	0.99995	0.87185	0.99995	0.9998	0.99995	0.99865	0.9999	0.99995	0.99975	0.99525	0.99995	0.8884	1.0	1.0	0.999	1.0	0.87205	0.97945	0.99995	0.9948
831	0.9997	1.0	0.98295	0.9832	0.9862	0.9984	0.9979	0.9294	0.0	0.0989	0.1989	0.1357	0.9973	0.9988	0.9998	0.99845	0.99845	1.0	1.0	0.9244	0.9253	0.99995	0.9262	0.9999	0.99905	0.99995	0.99715	0.9984	0.99845	0.99825	0.9952	0.99845	0.07495	1.0	1.0	0.9975	1.0	0.92045	0.97685	0.99965	0.99285
836	0.9997	1.0	0.98315	0.9836	0.99855	0.99855	0.99855	0.957	0.0989	0.0	0.22455	0.17845	0.99855	0.9988	0.99985	0.99855	0.99855	1.0	1.0	0.96675	0.963	0.9998	0.96455	0.9999	0.9991	0.999	0.99725	0.9985	0.99855	0.99835	0.99415	0.99855	0.0953	1.0	0.99995	0.9976	1.0	0.96455	0.97945	0.99965	0.99265
837	0.9997	1.0	0.98305	0.9859	0.99855	0.99855	0.998	0.87035	0.1989	0.22455	0.0	0.2088	0.99745	0.9988	0.99985	0.99855	0.99855	1.0	1.0	0.7604	0.75805	1.0	0.75965	0.9999	0.99905	1.0	0.99725	0.9985	0.99855	0.9983	0.99525	0.9985	0.16675	1.0	1.0	0.99755	1.0	0.7596	0.97815	0.99965	0.99335
839	0.99955	0.99985	0.98215	0.9794	0.9908	0.9998	0.9993	0.9271	0.1357	0.17845	0.2088	0.0	0.9987	0.99865	0.9996	0.99985	0.99985	0.99985	0.99985	0.9261	0.9257	0.9996	0.9263	0.9998	0.99965	0.9995	0.9985	0.9998	0.99985	0.9993	0.9947	0.9998	0.14045	0.99975	0.99985	0.9989	0.99985	0.9233	0.9768	0.9996	0.9917
758	0.9249	0.02655	0.9171	0.1476	0.5425	0.0808	0.9178	1.0	0.9973	0.99855	0.99745	0.9987	0.0	0.06285	0.0666	0.07845	0.13485	0.0808	0.0164	0.99085	0.9908	0.0959	0.99065	0.0805	0.3792	0.41515	0.9171	0.8014	0.5358	0.74535	0.0527	0.92215	0.99925	0.9213	0.0865	0.91745	0.06655	0.9918	0.99885	0.1566	0.14045
1018	0.9742	0.03975	0.9737	0.1473	0.59245	0.13405	0.97485	0.99875	0.9988	0.9988	0.9988	0.99865	0.06285	0.0	0.02	0.1296	0.19195	0.02495	0.05415	0.9988	0.99865	0.1451	0.9987	0.02395	0.4297	0.4701	0.97395	0.85765	0.59355	0.80095	0.0331	0.9749	0.9988	0.97495	0.02775	0.97485	0.01155	0.99875	0.9983	0.20655	0.14715
1019	0.97705	0.0433	0.9776	0.14865	0.57955	0.13705	0.97765	0.99985	0.9998	0.99985	0.99985	0.9996	0.0666	0.02	0.0	0.13275	0.1949	0.03775	0.0565	0.99975	0.99975	0.14895	0.9997	0.03705	0.43255	0.4736	0.9776	0.8605	0.59645	0.8039	0.0353	0.97775	0.99985	0.9777	0.0355	0.9777	0.02485	0.9997	0.99985	0.20995	0.14875
1032	0.8613	0.0909	0.8539	0.15925	0.4743	0.01835	0.85395	0.99995	0.99845	0.99855	0.99855	0.99985	0.07845	0.1296	0.13275	0.0	0.0707	0.1431	0.0777	0.99845	0.9983	0.0321	0.99825	0.14515	0.31095	0.35515	0.854	0.73655	0.47275	0.67995	0.12005	0.85395	0.99925	0.9127	0.1475	0.8539	0.13435	0.9984	1.0	0.08685	0.14005
1033	0.82795	0.1551	0.7878	0.21765	0.4182	0.06305	0.80685	0.99995	0.99845	0.99855	0.99855	0.99985	0.13485	0.19195	0.1949	0.0707	0.0	0.20835	0.1438	0.9877	0.9906	0.0498	0.9911	0.20915	0.27885	0.31905	0.792	0.67435	0.4064	0.61725	0.1786	0.79665	0.99925	0.9028	0.21545	0.7918	0.19625	0.9929	0.99875	0.0493	0.1594
1016	0.99135	0.05595	0.99155	0.14825	0.61195	0.1506	0.99155	1.0	1.0	1.0	1.0	0.99985	0.0808	0.02495	0.03775	0.1431	0.20835	0.0	0.06705	1.0	0.99995	0.16235	0.9998	0.00445	0.44265	0.4869	0.99155	0.8742	0.6103	0.8176	0.0552	0.99155	1.0	0.99155	0.0156	0.9915	0.0181	0.99995	1.0	0.22365	0.16075
1031	0.92635	0.01655	0.92655	0.1487	0.54685	0.086	0.92655	1.0	1.0	1.0	1.0	0.99985	0.0164	0.05415	0.0565	0.0777	0.1438	0.06705	0.0	1.0	0.99995	0.097	0.9999	0.06885	0.3776	0.4223	0.92655	0.8093	0.5453	0.75265	0.0463	0.92655	1.0	0.9271	0.07265	0.9265	0.0579	0.99995	1.0	0.1584	0.1493
