"OTU" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Rank6" "Rank7" "Rank5" "Rank1" "Rank2" "Rank3" "Rank4"
"New.ReferenceOTU39" 17.5017956725168 -5.3711047205805 1.07085408346602 -5.0157204454933 5.28351053894887e-07 3.10720738838184e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"637409" 15.1687349071347 -5.34290308081019 1.07487366422419 -4.97072656875125 6.67024634614992e-07 3.74443374431598e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"697063" 4.17725244096722 -3.85743187559818 1.165020589181 -3.31104180597351 0.000929493211060987 0.00290613700167169 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"716006" 100.2243880332 -5.17066884201111 0.81918694091451 -6.31195223429559 2.75537279163349e-10 2.1268033735421e-09 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"300495" 59.4947832817625 -3.43252991412255 1.50928743724785 -2.27427183809447 0.0229496473059576 0.0476349822232902 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"73609" 249.921413220797 -4.11362138813083 1.10176807097026 -3.73365456534626 0.00018872128764574 0.000695733702216384 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "zeae" NA NA NA NA NA NA NA
"949863" 78.1890409886268 -5.14194470844638 1.09093217263721 -4.71334958984324 2.43677609293826e-06 1.3084428151212e-05 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU3929" 7.1932898720597 -3.75940953249716 1.04473059649707 -3.59844877244169 0.000320120888431318 0.00111365999214839 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"760901" 2145.48289497438 -9.87819250294803 0.902070325985844 -10.9505791493058 6.60241127367632e-28 3.2615911691961e-26 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"192776" 26.3432910060996 -4.6769696619723 1.01040939501712 -4.62878679180634 3.67814215698785e-06 1.817002225552e-05 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"781576" 182.093638221489 -7.04767061332685 0.98451465758476 -7.158522789916 8.15510325854933e-13 1.06016342361141e-11 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"4389594" 13.3487629396121 -2.50103237462998 1.10783752831339 -2.25758047611696 0.0239718270020215 0.0493420105791609 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" NA NA NA NA NA NA NA NA NA
"102222" 5.40222092324056 -3.33551041594991 1.2310313400662 -2.70952518217005 0.00673795900275845 0.0160026526315513 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Pediococcus" NA NA NA NA NA NA NA NA
"4429559" 7.46848154851699 -3.69075240951021 1.06613300122389 -3.46181236794408 0.00053655107813372 0.00177240138215198 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "brevis" NA NA NA NA NA NA NA
"New.ReferenceOTU22" 2.12753852466427 -3.18407570139186 1.07171215619149 -2.97101762165972 0.00296814749333528 0.0080564003390529 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU4514" 1.9868197672444 -3.44705652657652 1.19731323774052 -2.87899308044197 0.00398947087336983 0.010226395489769 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
