"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
657 190.166666666667 7.16481410764653 166 11.6345995103039 0.860429037658804
658 155.055555555556 8.82339511397436 122 14.7956921767114 0.886664941659904
659 215.5 9.67369891000063 200 7.33324685025965 0.896626925305045
660 134 11.7980120728639 123 6.16732226516129 0.915239957899344
662 110.583333333333 3.32055485263377 103 5.44808401030421 0.698845510952235
663 133.666666666667 3.23630264749047 108 14.7022564969868 0.691005412990212
664 71.25 1.79758519156688 45 18.7499177629775 0.443698131976521
665 139.857142857143 2.55539744035203 97 23.9492435818074 0.608671440219396
667 143.8 4.09577232705944 106 19.4411677820235 0.755845803880913
668 103 2.63217547887224 82 12.2002526633076 0.620086119627384
669 119.363636363636 2.50075172322651 107 7.95088137674866 0.600120239561493
670 109.666666666667 2.82740119046256 97 7.51192749890273 0.646318321088207
672 82.5 3.10012206521893 72 7.20560387980961 0.677432056234411
673 59 3.41215415468773 37 17.4474189890233 0.706930005308767
674 76.3333333333333 2.55248714309304 63 8.84730555895039 0.608225254843703
675 98.3636363636364 2.41212473014707 86 7.95047673275437 0.585427740322936
677 165.75 3.47283917180357 108 36.2889198704491 0.712051163175327
678 81.1666666666667 3.41963193578325 66 10.8545755310929 0.707570867631707
679 48.1428571428571 2.17127810708064 43 4.6489244855402 0.539441770845038
680 162 2.35665720662067 97 37.6265568153369 0.575670149570056
692 70.3 1.06700978044008 55 9.56081085826016 0.0628014678669946
693 55.6666666666667 1.09515910565358 44 7.99771540487833 0.086890667449444
694 62.1666666666667 2.87192144749892 53 7.37757235089824 0.651801061317024
695 89 1.1033820767486 59 17.8867299031131 0.0936956281302344
697 39.875 1.02010933861244 33 5.56182419737252 0.0197129247339245
698 65 1.21081158125329 52 9.62981481303422 0.174107668374861
699 78 2.12653655653953 66 7.959190784792 0.529751794332058
700 62.4 1.70858794735272 60 2.37592276270904 0.414721377644388
