"sample.id.string" "Chao1" "InvSimpson" "Observed" "se.chao1" "Simpson"
146 970.572115384615 9.50411842270414 872 18.370266623108 0.894782455823454
147 2120.25903614458 42.5655632492201 1898 27.2336659070817 0.97650683031856
148 2837.35820895522 53.1808974005338 2664 21.2632234606417 0.981196255631633
171 1533.12110726644 8.58291184935132 1243 37.4638519969128 0.883489424387415
172 1307.05524861878 10.6994523320945 936 51.3053949635836 0.906537272286325
173 1521.72727272727 9.84467417857167 1128 50.1747414972291 0.898422235021587
176 1762.86832740214 14.3111397902493 1326 51.5354148758758 0.930124363631656
177 1220.44736842105 12.7762157303371 926 42.2690130549292 0.921729562093609
178 1498.59545454545 10.3173541428316 1110 50.3428005731883 0.903075925653401
181 1910.21726190476 11.5434029413437 1493 47.4337615928216 0.913370432871366
182 1641.02919708029 13.3005630304819 1249 47.7349985033039 0.924815212881724
183 1649.87804878049 13.8106200566046 1301 43.1355623672732 0.927591954894033
186 1669.51086956522 15.5840273697781 1282 47.2201232955851 0.935831734873664
187 1201.22167487685 15.0324978073718 919 40.1900405556934 0.933477455788511
188 1578.40579710145 13.4788672626772 1214 45.0491869844496 0.925809789464358
191 999 9.77206465385309 718 44.2835182695475 0.897667480166978
192 1254.77717391304 17.7785696345451 986 39.7432530967899 0.943752505372709
193 1382.6 7.84565341519878 1081 40.6781632604437 0.872540890212818
196 1259.93150684932 16.6163979232425 1021 34.7187651868662 0.939818485051972
197 969.270833333333 12.0925981864964 760 35.0184515659083 0.917304785573982
198 1292.425 11.7175228776048 994 42.1192869085444 0.914657730098291
201 1434.46875 11.4592902066642 1080 46.644251984869 0.912734560172109
202 1104.24431818182 9.40596761395277 846 39.003302751244 0.893684515932566
203 1424.41365461847 23.953916473213 1162 36.0673550667067 0.958253173291379
206 1173.5628742515 19.9628970589418 905 40.7769898745423 0.949907070249001
207 1059.55747126437 19.5067928695618 857 32.5010232751922 0.948735806716829
208 1496.40350877193 10.6435132170693 1215 36.7445187987865 0.906046060205359
