"OTU" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Rank7" "Rank5" "Rank6" "Rank1" "Rank2" "Rank3" "Rank4"
"781576" 797.493985258167 -7.10037051928812 0.563338102867439 -12.6041013081605 2.00444303982646e-36 8.28280407234955e-34 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"846656" 5.5355617206073 -4.01001310004323 1.25512567350448 -3.1949096291264 0.00139874631758883 0.0440842165687529 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU6610" 8.95304585882606 -3.86017572028932 1.21456613883299 -3.17823426561057 0.00148174975227752 0.0459218944060007 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"4383522" 3.94954895106036 -4.21248822317219 1.29998145377345 -3.24042178520672 0.00119353010470242 0.0385634797417768 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"949863" 3704.95722831357 -7.43272610459918 0.5329990711749 -13.9451014205617 3.3696868899983e-44 2.08864425731728e-41 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU1294" 15.8308079022383 -4.71372569467433 1.17534668327751 -4.01049814641062 6.05907761336521e-05 0.00274801337123234 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"301921" 20.3120839401007 -4.27685050213512 1.02987830475506 -4.15277269400514 3.28470972401334e-05 0.00165078857616292 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"692154" 25.1440494957895 -4.75180418284825 1.02271617686789 -4.64625894292671 3.38008683766216e-06 0.00019046277195857 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"640521" 10.6261256061026 -4.01930281668044 1.17431546057381 -3.42267725464201 0.000620076541662413 0.0219625205565954 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"102222" 53.5768436317675 -5.60746732466658 1.0912422169272 -5.13860922688317 2.76779295659244e-07 1.94215509539005e-05 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Pediococcus" NA NA NA NA NA NA NA NA
"564704" 143.313360557666 -5.20818257667832 0.649939323311319 -8.01333661447597 1.11637541418723e-15 2.44223539138959e-13 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Weissella" NA NA NA NA NA NA NA NA
"339358" 371.199568754259 -5.49097738084606 0.575625935255339 -9.53914173170525 1.44019243007069e-21 4.46339637286074e-19 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"352468" 699.782044782772 -4.82983155802503 0.46358360520888 -10.418469298216 2.04213312142156e-25 6.9042664350607e-23 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"839282" 99.163814558511 -8.1592155132984 1.08494369431003 -7.52040456669713 5.46070008933919e-14 9.2048030026736e-12 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU4373" 9.99014984049492 -4.22160075063339 1.22521864728571 -3.44558969942688 0.000569814817474184 0.0205741874387038 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Weissella" NA NA NA NA NA NA NA NA
"299879" 5.96543181804671 -4.47221787583333 1.17681188888922 -3.80028271133003 0.00014453110308275 0.00632366085134995 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"New.ReferenceOTU24" 27.1817202306818 -4.81554657190191 0.872469052034905 -5.51944686252236 3.40068405088282e-08 2.74937912722461e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"New.ReferenceOTU1" 27.654949171317 -6.969607815297 1.10619245835991 -6.30053817726297 2.96613939770112e-10 3.3705817514564e-08 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"588197" 9.29642608141758 -6.51187570802492 1.1795112862905 -5.52082526357539 3.37411187052251e-08 2.74937912722461e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU44" 232.65760675507 -9.95802036545618 1.07684577078193 -9.24739701417539 2.3002603845135e-20 6.11047740714694e-18 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU8" 96.7126826112561 -7.12845833922318 0.834550208998036 -8.54167701639141 1.32287752312712e-17 3.27985433900651e-15 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"716006" 466.239165915524 -3.01678826019025 0.503168894216141 -5.99557781664929 2.0276317037003e-09 1.88519057651535e-07 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU56" 50.509244847829 -5.91405183103496 1.08785417991197 -5.43643802656853 5.43562329325532e-08 4.21147563075345e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Streptococcaceae" "Lactococcus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU580" 16.9624695505014 -5.94191316458255 1.15487771247009 -5.14505830394268 2.67437737342687e-07 1.91269412534126e-05 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.ReferenceOTU16" 757.8454770164 -9.47826459572918 0.723417025389348 -13.1020756535664 3.20374541634484e-39 1.48934115042331e-36 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" NA NA NA NA NA NA NA NA
"New.ReferenceOTU17" 6.44276660330378 -5.34286414616554 1.21064426124779 -4.41324038546117 1.01834816674081e-05 0.000533413638325222 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU1764" 4.5860901243531 -4.42188186729516 1.25632725308008 -3.51968952074728 0.000432052237652688 0.0159089333844589 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" NA NA NA NA NA NA NA NA
"565537" 228.78744467927 -8.37037508425578 1.04989909002382 -7.97255199455969 1.55430808110756e-15 3.21137319646611e-13 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" NA NA NA NA NA NA NA NA
"New.ReferenceOTU73" 62.3538832213586 -8.24865914125754 1.09763126615228 -7.51496371834686 5.6926719295911e-14 9.2048030026736e-12 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" "Leuconostoc" NA NA NA NA NA NA NA NA
