"OTU" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Rank6" "Rank7" "Rank5" "Rank4" "Rank1" "Rank2" "Rank3"
"New.ReferenceOTU26" 2.44946509220655 -3.65169264058347 1.43299120818489 -2.54830079886458 0.0108249088906201 0.0487463460485836 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "brevis" NA NA NA NA NA NA NA
"4429559" 4.9506485774816 -4.75873100821607 1.39487103456032 -3.41159210443859 0.000645846780043822 0.00471302547693517 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "brevis" NA NA NA NA NA NA NA
"4431608" 4.83887538129415 -4.46117165717996 1.43154624657721 -3.11633079814675 0.00183116731799692 0.0114287328662703 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "brevis" NA NA NA NA NA NA NA
"New.ReferenceOTU1" 470.014278214082 -7.57268264635931 1.05879269746364 -7.1521863198526 8.54065340780278e-13 5.52424990877425e-11 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" "brevis" NA NA NA NA NA NA NA
"New.ReferenceOTU46" 46.856347219099 -4.875398289128 1.03474961795938 -4.71166957156528 2.4569553076177e-06 3.46163109182177e-05 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU18310" 16.8343843793454 -5.5435138699396 1.35452896542772 -4.09257683772686 4.26605813813324e-05 0.000436733865508173 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Pediococcus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU2866" 6.7911177026915 -4.74511732357264 1.43149048522917 -3.31480884611888 0.000917058121216435 0.00642844190389649 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Leuconostocaceae" NA NA NA NA NA NA NA NA NA
"New.ReferenceOTU35" 13.9497088172389 -4.4994275448702 1.10134359246701 -4.08539857647102 4.40012180547083e-05 0.000447240952084642 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Serratia" NA NA NA NA NA NA NA NA
"New.ReferenceOTU66" 10.1735892252804 -4.08833400167856 1.20533902198016 -3.39185401544716 0.000694214171665629 0.00501455211309741 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU8981" 10.0334878571016 -3.12212743552903 1.16535948856183 -2.67911100924062 0.00738179167605886 0.0359735943665471 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Serratia" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU7583" 6.30627119565785 -4.62607148678216 1.26885962251977 -3.64584970999034 0.000266509707974346 0.00215479155936077 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU3452" 10.9873834355792 -5.43151101747746 1.22437938782189 -4.43613398877928 9.15888526818829e-06 0.000114325383654666 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU15117" 10.1165107805125 -5.25208396011356 1.25104127407022 -4.19817001163048 2.69080593418235e-05 0.000299141940964178 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" NA NA NA NA NA NA NA NA NA
"New.ReferenceOTU76" 32.5638143301942 -2.36674003510312 0.897152689013093 -2.63805711568076 0.00833825367514035 0.0396833945810191 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Enterobacteriales" "Enterobacteriaceae" "Salmonella" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU18462" 2.65930171106417 -4.25281623493841 1.48146717462874 -2.870678681088 0.00409591636667407 0.0224172653452969 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" NA NA NA NA NA NA NA NA NA NA
"566203" 32.4695962472733 -6.71800982239158 1.26266811461037 -5.32048742235375 1.03489604097511e-07 2.33755089890093e-06 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
"New.CleanUp.ReferenceOTU2023" 10.5857283644707 -5.3555206141756 1.3728005214852 -3.9011644666201 9.57310817762454e-05 0.000853558465650297 "Bacteria" "Firmicutes" "Bacilli" "Lactobacillales" "Lactobacillaceae" "Lactobacillus" NA NA NA NA NA NA NA NA
