	sequences per sample	iteration	425	426	437	430	1020	757	1138	1034	447	1016	1033	1017	1031	759	1154	1019	1145	758	1018	1156	1139	760	1140	1035	1032	451	427	836	424	837	839	844	831	457	1155	1162	1157	761	1040	1142	1153
alpha_rarefaction_10_0.txt	10	0	6.0	5.0	7.0	4.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	1.0	3.0	3.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	7.0	2.0	5.0	4.0	5.0	5.0	3.0	2.0	2.0	2.0	2.0	4.0	3.0	2.0	3.0	3.0
alpha_rarefaction_10_1.txt	10	1	5.0	4.0	7.0	5.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	3.0	4.0	1.0	3.0	1.0	1.0	4.0	1.0	2.0	2.0	2.0	3.0	4.0	1.0	2.0	5.0	4.0	3.0	2.0	6.0	2.0	3.0	3.0	2.0	2.0	1.0	1.0	3.0
alpha_rarefaction_10_2.txt	10	2	5.0	5.0	4.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	6.0	3.0	1.0	2.0	3.0	1.0	4.0	2.0	2.0	1.0	2.0	2.0	4.0	3.0	1.0	4.0	2.0	3.0	3.0	1.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0
alpha_rarefaction_10_3.txt	10	3	5.0	3.0	6.0	3.0	1.0	2.0	3.0	2.0	2.0	1.0	2.0	2.0	1.0	3.0	4.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	1.0	2.0	2.0	7.0	4.0	2.0	5.0	4.0	3.0	2.0	2.0	2.0	2.0	1.0	3.0	2.0	1.0	1.0	3.0
alpha_rarefaction_10_4.txt	10	4	5.0	4.0	7.0	2.0	3.0	2.0	2.0	3.0	1.0	1.0	2.0	1.0	2.0	4.0	4.0	2.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	3.0	1.0	3.0	4.0	1.0	4.0	2.0	4.0	2.0	3.0	2.0	1.0	1.0	4.0	2.0	1.0	1.0	3.0
alpha_rarefaction_10_5.txt	10	5	6.0	6.0	4.0	3.0	1.0	2.0	3.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	2.0	3.0	3.0	3.0	4.0	2.0	5.0	2.0	4.0	2.0	2.0	2.0	2.0	1.0	5.0	2.0	2.0	2.0	3.0
alpha_rarefaction_10_6.txt	10	6	7.0	5.0	4.0	2.0	1.0	3.0	2.0	2.0	4.0	1.0	2.0	2.0	1.0	3.0	5.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	7.0	4.0	3.0	3.0	3.0	4.0	2.0	3.0	1.0	2.0	4.0	2.0	2.0	2.0	1.0	3.0
alpha_rarefaction_10_7.txt	10	7	5.0	6.0	6.0	1.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	3.0	2.0	4.0	4.0	4.0	7.0	2.0	3.0	3.0	2.0	2.0	3.0	4.0	2.0	3.0	1.0	2.0	3.0
alpha_rarefaction_10_8.txt	10	8	7.0	7.0	5.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	4.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	3.0	1.0	3.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0
