Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
LH/30	LH + LB/92	87.810952381	25.3203911117	161.397203548	0.0	2.05499737239	1.0
LH/30	C/92	87.810952381	25.3203911117	140.476357531	0.94262015765	-2.27743035832	1.0
LB/10	C/0	174.915169553	0.0	232.661657202	10.3271916474	-3.95392420331	1.0
LH + LB/92	C/92	161.397203548	0.0	140.476357531	0.94262015765	12.8139165935	1.0
LH/30	C/0	87.810952381	25.3203911117	232.661657202	10.3271916474	-7.4911879513	1.0
LH + LB/30	LH + LB/92	112.195	0.0	161.397203548	0.0	None	None
LB/10	LB/30	174.915169553	0.0	158.24591219	13.3395071225	0.88361172647	1.0
LH/10	LB/30	148.219032052	13.1518504342	158.24591219	13.3395071225	-0.756973556968	1.0
LB/10	LH/92	174.915169553	0.0	108.429271284	4.00638741158	11.7344192384	1.0
LH/30	LH + LB/10	87.810952381	25.3203911117	140.867104562	12.1221368172	-2.67281431956	1.0
LH + LB/30	LB/92	112.195	0.0	129.672896826	0.0	None	None
LH + LB/30	LH/92	112.195	0.0	108.429271284	4.00638741158	0.664631758626	1.0
LH + LB/30	LH/30	112.195	0.0	87.810952381	25.3203911117	0.680958100063	1.0
LH + LB/30	LB/30	112.195	0.0	158.24591219	13.3395071225	-2.44108811443	1.0
LH/10	LH + LB/92	148.219032052	13.1518504342	161.397203548	0.0	0.708521928174	1.0
C/92	LB/92	140.476357531	0.94262015765	129.672896826	0.0	-6.61706722064	1.0
LB/30	LH/92	158.24591219	13.3395071225	108.429271284	4.00638741158	5.05819709083	1.0
LB/30	LH + LB/10	158.24591219	13.3395071225	140.867104562	12.1221368172	1.3635394362	1.0
LH/30	LB/92	87.810952381	25.3203911117	129.672896826	0.0	1.16905243129	1.0
C/0	C/92	232.661657202	10.3271916474	140.476357531	0.94262015765	9.75140797498	1.0
LH/10	C/0	148.219032052	13.1518504342	232.661657202	10.3271916474	-7.14152582111	1.0
LB/10	LB/92	174.915169553	0.0	129.672896826	0.0	None	None
LB/10	C/92	174.915169553	0.0	140.476357531	0.94262015765	21.0936051279	1.0
C/92	LB/30	140.476357531	0.94262015765	158.24591219	13.3395071225	-1.45681941058	1.0
C/0	LB/30	232.661657202	10.3271916474	158.24591219	13.3395071225	6.23831739896	1.0
LH + LB/30	LH + LB/10	112.195	0.0	140.867104562	12.1221368172	-1.67249717376	1.0
C/92	LH/92	140.476357531	0.94262015765	108.429271284	4.00638741158	8.60511946016	1.0
LH + LB/30	C/92	112.195	0.0	140.476357531	0.94262015765	-17.3221941534	1.0
C/0	LH + LB/10	232.661657202	10.3271916474	140.867104562	12.1221368172	8.15191750388	1.0
C/0	LH + LB/92	232.661657202	10.3271916474	161.397203548	0.0	-4.87950453106	1.0
LH/10	LB/10	148.219032052	13.1518504342	174.915169553	0.0	1.4353128446	1.0
LH + LB/92	LB/92	161.397203548	0.0	129.672896826	0.0	None	None
LH/30	LH/92	87.810952381	25.3203911117	108.429271284	4.00638741158	-1.13743943189	1.0
LH/10	LH/92	148.219032052	13.1518504342	108.429271284	4.00638741158	4.09288736128	1.0
LH + LB/10	LH/92	140.867104562	12.1221368172	108.429271284	4.00638741158	3.59316015531	1.0
C/92	LH + LB/10	140.476357531	0.94262015765	140.867104562	12.1221368172	-0.0352398089322	1.0
LB/92	LH/92	129.672896826	0.0	108.429271284	4.00638741158	3.74939069392	1.0
LH + LB/92	LH/92	161.397203548	0.0	108.429271284	4.00638741158	9.34856773484	1.0
LH/30	LH/10	87.810952381	25.3203911117	148.219032052	13.1518504342	-2.99414561299	1.0
LH/30	LB/10	87.810952381	25.3203911117	174.915169553	0.0	2.43250518369	1.0
C/0	LH/92	232.661657202	10.3271916474	108.429271284	4.00638741158	15.8607585751	1.0
LH + LB/10	LB/92	140.867104562	12.1221368172	129.672896826	0.0	-0.652978952471	1.0
LB/30	LB/92	158.24591219	13.3395071225	129.672896826	0.0	-1.51461165225	1.0
LH + LB/92	LH + LB/10	161.397203548	0.0	140.867104562	12.1221368172	1.19755884877	1.0
LH/30	LB/30	87.810952381	25.3203911117	158.24591219	13.3395071225	-3.48052033892	1.0
LH + LB/30	LH/10	112.195	0.0	148.219032052	13.1518504342	-1.93682535222	1.0
LB/10	LH + LB/10	174.915169553	0.0	140.867104562	12.1221368172	1.98608694195	1.0
LH + LB/30	C/0	112.195	0.0	232.661657202	10.3271916474	-8.24839831807	1.0
LH/10	LH + LB/10	148.219032052	13.1518504342	140.867104562	12.1221368172	0.581295956318	1.0
LH + LB/30	LB/10	112.195	0.0	174.915169553	0.0	None	None
C/0	LB/92	232.661657202	10.3271916474	129.672896826	0.0	-7.05168000508	1.0
LB/10	LH + LB/92	174.915169553	0.0	161.397203548	0.0	None	None
LH/10	C/92	148.219032052	13.1518504342	140.476357531	0.94262015765	0.643802109289	1.0
LH/10	LB/92	148.219032052	13.1518504342	129.672896826	0.0	-0.99712949512	1.0
LH + LB/92	LB/30	161.397203548	0.0	158.24591219	13.3395071225	0.16704511408	1.0
